id,brid,brdate,itemid,itembarcode,itemname,quantity,supplierid,prixachatht,prixdeventeht,prixachat,prixvente,tauxtva,remise,montant,totaltva,lot
2047,32,2024-08-20,237,3600541358447,GARNIER MICELLAIRE PEAU SENSIBLE 400ML,3.0,1,15.345,20.001,18.261,23.8,19.0,7.0,54.782,8.747,
2048,32,2024-08-20,1778,3529311309222,Peggy Sage Colle faux cils noir,8.0,1,13.982,16.639,16.638,19.8,19.0,15.0,133.109,21.253,
2049,32,2024-08-20,1779,3529311460497,Peggy Sage Colle pour ongle,6.0,1,26.036,31.849,30.982,37.9,19.0,15.0,185.897,29.681,
2149,34,2024-08-20,1365,6192488206112,R.B Kit Coloration 7.13,1.0,1,5.017,5.798,5.97,6.9,19.0,10.0,5.97,0.953,
2150,34,2024-08-20,854,6192488206181,R.B Kit Coloration 9.1,1.0,1,5.017,5.798,5.97,6.9,19.0,10.0,5.97,0.953,
2151,34,2024-08-20,1367,6192488206099,R.B Kit Coloration 6.66,1.0,1,5.017,5.798,5.97,6.9,19.0,10.0,5.97,0.953,
2152,34,2024-08-20,850,6192488205993,R.B Kit Coloration 1.0,6.0,1,5.017,5.798,5.97,6.9,19.0,10.0,35.821,5.719,
2153,34,2024-08-20,863,6192488206105,R.B Kit Coloration 7.0,6.0,1,5.017,5.798,5.97,6.9,19.0,10.0,35.821,5.719,
2154,34,2024-08-20,857,6192488206068,R.B Kit Coloration 6.0,1.0,1,5.017,5.798,5.97,6.9,19.0,10.0,5.97,0.953,
2155,34,2024-08-20,856,6192488206150,R.B Kit Coloration 8.0,3.0,1,5.017,5.798,5.97,6.9,19.0,10.0,17.911,2.86,
2156,34,2024-08-20,860,6192488206129,R.B Kit Coloration 7.1,2.0,1,5.017,5.798,5.97,6.9,19.0,10.0,11.94,1.906,
2157,34,2024-08-20,851,6192488206051,R.B Kit Coloration 5.0,1.0,1,5.017,5.798,5.97,6.9,19.0,10.0,5.97,0.953,
2158,34,2024-08-20,854,6192488206181,R.B Kit Coloration 9.1,2.0,1,5.017,5.798,5.97,6.9,19.0,10.0,11.94,1.906,
2159,34,2024-08-20,1363,6192488206006,R.B Kit Coloration 1.1,4.0,1,5.017,5.798,5.97,6.9,19.0,10.0,23.881,3.813,
2160,35,2024-08-20,219,3600520977737,CASTING  N°300 CHÂTAIN FONCÉ,1.0,1,18.743,27.73,22.304,33.0,19.0,15.0,22.304,3.561,
2161,35,2024-08-20,220,3600520978635,CASTING  N°400 CHÂTAIN,2.0,1,18.743,27.73,22.304,33.0,19.0,15.0,44.608,7.122,
2162,35,2024-08-20,222,3600520977768,CASTING  N°426 AUBURN GOURMAND,5.0,1,18.743,27.73,22.304,33.0,19.0,15.0,111.521,17.806,
2163,35,2024-08-20,221,3600520977751,CASTING  N°415 MARRON GLACE,4.0,1,18.743,27.73,22.304,33.0,19.0,15.0,89.217,14.245,
2192,37,2024-08-20,24,3600542164412,U.D CRÈME SANS RINÇAGE LAIT D'AMANDE 200ML,3.0,1,13.815,16.385,16.44,19.5,19.0,10.0,49.32,7.875,
2193,37,2024-08-20,205,3600523586301,ELSÉVE CRÈME SANS RINÇAGE DREAM LONG,1.0,1,11.985,17.228,14.262,20.5,19.0,15.0,14.262,2.277,
2194,37,2024-08-20,23,3600541696716,U.D CRÈME SANS RINÇAGE OLIVE 200ML,3.0,1,13.815,16.385,16.44,19.5,19.0,10.0,49.32,7.875,
2195,37,2024-08-20,206,3600524053314,ELSÉVE CRÈME SANS RINÇAGE  HAYALLURON,5.0,1,13.175,17.226,15.678,20.5,19.0,15.0,78.391,12.516,
2196,37,2024-08-20,26,3600542375160,U.D CRÈME SANS RINÇAGE TRÉSOR 200ML,1.0,1,13.815,16.385,16.44,19.5,19.0,10.0,16.44,2.625,
2197,37,2024-08-20,25,3600542402408,U.D CRÈME SANS RINÇAGE CHARBON 200ML,3.0,1,13.815,16.385,16.44,19.5,19.0,10.0,49.32,7.875,
2198,37,2024-08-20,204,3600523883806,ELSÉVE CRÈME SANS RINÇAGE FULL RESIST,7.0,1,11.985,17.228,14.262,20.5,19.0,15.0,99.835,15.94,
2199,37,2024-08-20,22,3600540539397,U.D CRÈME SANS RINÇAGE AVOCAT 200ML,6.0,1,13.815,16.385,16.44,19.5,19.0,10.0,98.639,15.749,
2200,37,2024-08-20,36,3610340038778,U.D HUILE D'OLIVE 140ML,2.0,1,14.56,18.063,17.326,21.5,19.0,9.0,34.653,5.533,
2201,38,2024-08-20,114,4005808669646,NIVEA FACE WASH OCEAN ALGAE 150 ML,6.0,1,12.58,16.304,14.97,19.4,19.0,15.0,89.821,14.341,
2202,38,2024-08-20,113,4005808668649,NIVEA GEL NETTOYANT LOTUS SACRÉ 150 ML,6.0,1,12.58,16.304,14.97,19.4,19.0,15.0,89.821,14.341,
2203,38,2024-08-20,112,4005900420664,NIVEA MICILLAIRE ROSE CARE 150 ML,6.0,1,13.6,17.564,16.184,20.9,19.0,15.0,97.104,15.504,
2204,38,2024-08-20,105,4005900683397,NIVEA CRÈME NETTOYANTE DOUCEUR 150ML,6.0,1,12.58,16.304,14.97,19.4,19.0,15.0,89.821,14.341,
2209,39,2024-08-20,2276,6192000718895,Pure Line Savon Liquide Menthe & Citron 200ml,84.0,1,1.176,1.68,1.399,2.0,19.0,0.0,117.553,18.769,
2210,39,2024-08-20,1626,6192000719564,Pure Line Savon Liquide noix de coco & vanille 200ml,20.0,1,1.176,1.68,1.399,2.0,19.0,0.0,27.989,4.469,
2211,39,2024-08-20,1627,6192000719588,Pure Line Savon Liquide Menthe & Citron 450ml,51.0,1,2.1,3.276,2.499,3.9,19.0,0.0,127.449,20.349,
2212,39,2024-08-20,2374,6192000719571,Pure Line Noix de coco 450 ml,51.0,1,2.1,3.276,2.499,3.9,19.0,0.0,127.449,20.349,
2213,39,2024-08-20,1616,6192000502845,Gel Douche Sensea Grenade & Myrtille,14.0,1,2.773,4.118,3.3,4.9,19.0,0.0,46.198,7.376,
2214,39,2024-08-20,1613,6192000502869,Gel Douche Sensea Lait de Coco et Miel,6.0,1,2.773,4.118,3.3,4.9,19.0,0.0,19.799,3.161,
2215,39,2024-08-20,1614,6192000502838,Gel Douche Sensea Algues Marines,24.0,1,2.773,4.118,3.3,4.9,19.0,0.0,79.197,12.645,
2234,33,2024-08-20,1303,8053264518202,Mood Tienture 10.00,1.0,1,5.92,8.235,7.045,9.8,19.0,10.0,7.045,1.125,
2235,33,2024-08-20,1297,8053264518400,Mood Tienture 6,4.0,1,5.92,8.235,7.045,9.8,19.0,10.0,28.179,4.499,
2236,33,2024-08-20,1297,8053264518400,Mood Tienture 6,5.0,1,5.92,8.235,7.045,9.8,19.0,10.0,35.224,5.624,
2237,33,2024-08-20,1309,8050327685680,Mood Tienture 5.11,3.0,1,5.92,8.235,7.045,9.8,19.0,10.0,21.134,3.374,
2238,33,2024-08-20,1302,8053264518646,Mood Tienture 5.34,2.0,1,5.92,8.235,7.045,9.8,19.0,10.0,14.09,2.25,
2239,33,2024-08-20,1294,8053264518479,Mood Tienture 5,10.0,1,5.92,8.235,7.045,9.8,19.0,10.0,70.448,11.248,
2240,33,2024-08-20,1306,8053264518547,Mood Tienture 4.00,1.0,1,5.92,8.235,7.045,9.8,19.0,10.0,7.045,1.125,
2241,33,2024-08-20,1305,8053264518530,Mood Tienture 4,14.0,1,5.92,8.235,7.045,9.8,19.0,10.0,98.627,15.747,
2242,33,2024-08-20,1298,8053264518578,Mood Tienture 1,2.0,1,5.92,8.235,7.045,9.8,19.0,10.0,14.09,2.25,
2243,33,2024-08-20,1317,8053264518271,Mood Tienture 8,2.0,1,5.92,8.235,7.045,9.8,19.0,10.0,14.09,2.25,
2244,33,2024-08-20,1654,8053264518332,Mood teinture 8.00,3.0,1,5.92,8.235,7.045,9.8,19.0,10.0,21.134,3.374,
2245,33,2024-08-20,1293,8053264518431,Mood Tienture 6.1,6.0,1,5.92,8.235,7.045,9.8,19.0,10.0,42.269,6.749,
2246,33,2024-08-20,1311,8050327685703,Mood Tienture 7.11,6.0,1,5.92,8.235,7.045,9.8,19.0,10.0,42.269,6.749,
2247,33,2024-08-20,1318,8053264518813,Mood Tienture 7.48,1.0,1,5.92,8.235,7.045,9.8,19.0,10.0,7.045,1.125,
2248,33,2024-08-20,1310,8053264518318,Mood Tienture 8.1,1.0,1,5.92,8.235,7.045,9.8,19.0,10.0,7.045,1.125,
2249,33,2024-08-20,1312,8053264518196,Mood Tienture 10,3.0,1,5.92,8.235,7.045,9.8,19.0,10.0,21.134,3.374,
2250,33,2024-08-20,1314,8050327685727,Mood Tienture 9.11,3.0,1,5.92,8.235,7.045,9.8,19.0,10.0,21.134,3.374,
2251,33,2024-08-20,1327,8050327687134,Mood Tienture Sans Amoniac 10,5.0,1,6.942,9.663,8.261,11.5,19.0,10.0,41.305,6.595,
2252,33,2024-08-20,1326,8050327687110,Mood Tienture Sans Amoniac 8,5.0,1,6.942,9.663,8.261,11.5,19.0,10.0,41.305,6.595,
2253,33,2024-08-20,1335,8050327687226,Mood Tienture Sans Amoniac 6.3,1.0,1,6.942,9.663,8.261,11.5,19.0,10.0,8.261,1.319,
2254,33,2024-08-20,1330,8050327687080,Mood Tienture Sans Amoniac 5,7.0,1,6.942,9.663,8.261,11.5,19.0,10.0,57.827,9.233,
2255,33,2024-08-20,1325,8050327687233,Mood Tienture Sans Amoniac 8.3,2.0,1,6.942,9.663,8.261,11.5,19.0,10.0,16.522,2.638,
2256,33,2024-08-20,1333,8050327687127,Mood Tienture Sans Amoniac 9,2.0,1,6.942,9.663,8.261,11.5,19.0,10.0,16.522,2.638,
2257,33,2024-08-20,1323,8050327687073,Mood Tienture Sans Amoniac 4,9.0,1,6.942,9.663,8.261,11.5,19.0,10.0,74.349,11.871,
2258,33,2024-08-20,1328,8050327687165,Mood Tienture Sans Amoniac 7.1,3.0,1,6.942,9.663,8.261,11.5,19.0,10.0,24.783,3.957,
2259,33,2024-08-20,1331,8050327687103,Mood Tienture Sans Amoniac 7,3.0,1,6.942,9.663,8.261,11.5,19.0,10.0,24.783,3.957,
2260,36,2024-08-20,1342,8053264517854,Mood Oxydant 40 vol 100 ml,13.0,1,1.95,2.436,2.321,2.9,19.0,20.0,30.166,4.816,
2261,36,2024-08-20,1341,8053264517847,Mood Oxydant 30 vol 100 ml,12.0,1,1.95,2.436,2.321,2.9,19.0,20.0,27.846,4.446,
2262,36,2024-08-20,2022,8053264517830,Oxydant Mood 20,18.0,1,1.95,2.436,2.32,2.9,19.0,20.0,41.769,6.669,
2263,36,2024-08-20,1373,6192488202350,R.B oxydant 40 vol 60ml,2.0,1,0.64,1.26,0.762,1.5,19.0,10.0,1.523,0.243,
2264,36,2024-08-20,821,6192488202794,R.B Tienture 6.84,5.0,1,4.177,4.957,4.971,5.9,19.0,15.0,24.853,3.968,
2265,36,2024-08-20,1351,6192488201872,R.B Tienture 6.3,6.0,1,4.177,4.957,4.971,5.9,19.0,15.0,29.824,4.762,
2266,36,2024-08-20,1354,6192488208871,R.B Tienture 6.11,7.0,1,4.177,4.957,4.971,5.9,19.0,15.0,34.794,5.555,
2267,36,2024-08-20,824,6192488201810,R.B Tienture 6.0,3.0,1,4.423,4.958,5.263,5.9,19.0,10.0,15.79,2.521,
2268,36,2024-08-20,831,6192488202787,R.B Tienture 5.84,6.0,1,4.177,4.957,4.971,5.9,19.0,15.0,29.824,4.762,
2269,36,2024-08-20,820,6192488201803,R.B Tienture 5.0,5.0,1,4.423,4.958,5.263,5.9,19.0,10.0,26.317,4.202,
2270,36,2024-08-20,1356,6192488208888,R.B Tienture 7.11,5.0,1,4.177,4.957,4.971,5.9,19.0,15.0,24.853,3.968,
2271,36,2024-08-20,1362,6192488201896,R.B Tienture 8.3,8.0,1,4.177,4.957,4.971,5.9,19.0,15.0,39.765,6.349,
2272,36,2024-08-20,827,6192488201841,R.B Tienture 9.0,1.0,1,4.423,4.958,5.263,5.9,19.0,10.0,5.263,0.84,
2273,36,2024-08-20,1347,6192488201964,R.B Tienture 8.31,2.0,1,4.177,4.957,4.971,5.9,19.0,15.0,9.941,1.587,
2274,36,2024-08-20,1352,6192488201902,R.B Tienture 9.3,8.0,1,4.177,4.957,4.971,5.9,19.0,15.0,39.765,6.349,
2275,36,2024-08-20,1357,6192488201971,R.B Tienture 9.31,6.0,1,4.177,4.957,4.971,5.9,19.0,15.0,29.824,4.762,
2276,36,2024-08-20,1355,6192488202190,R.B Tienture 7.4,3.0,1,4.177,4.957,4.971,5.9,19.0,15.0,14.912,2.381,
2277,36,2024-08-20,1359,6192488202060,R.B Tienture 5.56,1.0,1,3.686,4.958,4.386,5.9,19.0,10.0,4.386,0.7,
2278,36,2024-08-20,825,6192488201957,R.B Tienture 7.31,10.0,1,4.177,4.957,4.971,5.9,19.0,15.0,49.706,7.936,
2279,36,2024-08-20,822,6192488201834,R.B Tienture 8.0,6.0,1,4.423,4.958,5.263,5.9,19.0,10.0,31.58,5.042,
2280,36,2024-08-20,1361,6192488202763,R.B Tienture 8.13,5.0,1,4.177,4.957,4.971,5.9,19.0,15.0,24.853,3.968,
2281,36,2024-08-20,1358,6192488208895,R.B Tienture 8.11,6.0,1,4.177,4.957,4.971,5.9,19.0,15.0,29.824,4.762,
2282,36,2024-08-20,1353,6192488202770,R.B Tienture 7.13,4.0,1,4.177,4.957,4.971,5.9,19.0,15.0,19.883,3.175,
2283,36,2024-08-20,830,6192488202923,R.B Tienture 9.1,2.0,1,4.423,4.958,5.263,5.9,19.0,10.0,10.527,1.681,
2284,36,2024-08-20,1371,6192488202343,R.B oxydant 30 vol 60ml,30.0,1,0.855,1.261,1.017,1.5,19.0,10.0,30.523,4.874,
2285,36,2024-08-20,1372,6192488202336,R.B oxydant 20 vol 60ml,113.0,1,0.855,1.261,1.017,1.5,19.0,10.0,114.972,18.357,
2286,36,2024-08-20,1360,6192488201780,R.B Tienture 3.0,6.0,1,3.686,4.958,4.386,5.9,19.0,10.0,26.318,4.202,
2298,40,2024-08-21,203,3600524042455,ELSÉVE MASQUE HYALURON 310ML,1.0,1,16.32,19.584,19.421,23.3,19.0,15.0,19.421,3.101,
2299,40,2024-08-21,1570,3600523925933,Elsève Masque H.EXT cheveux secs 310ML,2.0,1,15.3,18.403,18.207,21.9,19.0,15.0,36.414,5.814,
2300,40,2024-08-21,34,3600542370318,U.D MASQUE HAIRFOOD PAPAYE 390 ML,1.0,1,15.795,18.148,18.796,21.6,19.0,10.0,18.796,3.001,
2301,40,2024-08-21,202,3600523925773,ELSÉVE MASQUE DREAM LONG 310ML,4.0,1,15.3,18.403,18.207,21.9,19.0,15.0,72.828,11.628,
2302,40,2024-08-21,35,3600542445931,U.D MASQUE HAIRFOOD ALOE VERA  390ML,4.0,1,15.795,18.148,18.796,21.6,19.0,10.0,75.184,12.004,
2303,40,2024-08-21,1648,3600542509367,U.D Masque Trésor de Miel 340mL,5.0,1,12.24,13.864,14.566,16.5,19.0,10.0,72.828,11.628,
2304,40,2024-08-21,7,3610340634284,U.D SHP LAIT D'AMANDE NOURRICIE 200ML,6.0,1,6.863,7.732,8.166,9.2,19.0,10.0,49.002,7.824,
2305,40,2024-08-21,21,3610340634482,U.D A/SHP LAIT D'AMANDE,7.0,1,7.92,9.496,9.425,11.3,19.0,10.0,65.974,10.534,
2306,40,2024-08-21,599,6224008421115,Bol en verre Square 125 ml coffret de 6,14.0,1,5.546,6.722,6.6,8.0,19.0,0.0,92.396,14.752,
2307,40,2024-08-21,275,3574661587745,JOHNSON SAVON LIQUIDE MENTHE,2.0,1,5.85,6.806,6.962,8.1,19.0,10.0,13.923,2.223,
2308,40,2024-08-21,276,3574661587028,JOHNSON SAVON LIQUIDE CITRON,4.0,1,5.85,6.806,6.962,8.1,19.0,10.0,27.846,4.446,
2309,41,2024-08-23,1486,6192000718109,Sunsilk SHP Reparation 350 ml,5.0,1,3.852,4.117,4.584,4.9,19.0,0.0,22.919,3.659,
2310,41,2024-08-23,1492,6192000718369,Sunsilk SHP lisses et soyeux 350 ml,22.0,1,3.852,4.117,4.584,4.9,19.0,0.0,100.845,16.101,
2311,41,2024-08-23,1491,6192000718062,Sunsilk SHP noix de coco 350 ml,18.0,1,3.852,4.117,4.584,4.9,19.0,0.0,82.51,13.174,
2312,41,2024-08-23,1488,6192000718307,Sunsilk SHP force briallance 350 ml,13.0,1,3.897,4.116,4.637,4.9,19.0,0.0,60.287,9.626,
2313,41,2024-08-23,1873,6192000718246,Sunsilk SHP Antichute  350ml,36.0,1,3.852,4.117,4.584,4.9,19.0,0.0,165.02,26.348,
2314,41,2024-08-23,1632,6192000718123,Sunsilk SHP Miel 350ml,27.0,1,3.852,4.117,4.584,4.9,19.0,0.0,123.765,19.761,
2315,41,2024-08-23,1490,6192000719151,Sunsilk SHP nourrissante 350 ml,17.0,1,3.852,4.117,4.584,4.9,19.0,0.0,77.926,12.442,
2316,41,2024-08-23,1485,6192000719366,Sunsilk SHP lisses  600 ml,2.0,1,5.524,5.797,6.574,6.9,19.0,0.0,13.147,2.099,
2317,41,2024-08-23,2135,6192000718390,Sunsilk shp Force et Brilliance 180 ml,9.0,1,2.571,2.944,3.059,3.5,19.0,0.0,27.535,4.396,
2318,41,2024-08-23,2138,6192000718086,Sunsilk shp Lisses et soyeux 180 ml,8.0,1,2.571,2.944,3.059,3.5,19.0,0.0,24.476,3.908,
2319,41,2024-08-23,2134,6192000718147,Sunsilk shp Brilliance 180 ml,6.0,1,2.571,2.944,3.059,3.5,19.0,0.0,18.357,2.931,
2320,41,2024-08-23,1497,6192000719441,A/SHP Sunsilk brilliance 180ml,46.0,1,2.66,3.277,3.165,3.9,19.0,0.0,145.608,23.248,
2321,41,2024-08-23,1496,6192000719458,A/SHP Sunsilk lisses et soyer 180ml,4.0,1,2.66,3.277,3.165,3.9,19.0,0.0,12.662,2.022,
2322,41,2024-08-23,2136,6192000718185,Sunsilk shp anti chute 180 ml,11.0,1,2.571,2.944,3.059,3.5,19.0,0.0,33.654,5.373,
2323,41,2024-08-23,1495,6192000719489,A/SHP Sunsilk miel 180ml,6.0,1,2.66,3.277,3.165,3.9,19.0,0.0,18.992,3.032,
2324,41,2024-08-23,2104,6192000719380,Sunsilk SHP Brillance 600 ml,26.0,1,5.524,5.797,6.574,6.9,19.0,0.0,170.913,27.289,
2325,41,2024-08-23,1494,6192000719472,A/SHP Sunsilk force et brilliance 180ml,16.0,1,2.66,3.277,3.165,3.9,19.0,0.0,50.646,8.086,
2326,41,2024-08-23,1493,6192000719465,A/SHP Sunsilk Réparation 180ml,38.0,1,2.818,3.28,3.353,3.9,19.0,0.0,127.43,20.346,
2329,42,2024-08-28,2426,6192457503419,Gel Machine Compact power Alpina  5L,2.0,8,13.827,16.386,16.454,19.5,19.0,3.0,32.908,5.254,
2332,43,2024-08-29,2443,6192457501897,Lave main Dumax violettes 1L,1.0,18,3.832,4.622,4.56,5.5,19.0,3.0,4.56,0.728,
2333,43,2024-08-29,1662,6192409004520,DET VAISSELLE 600ML limon,1.0,18,2.2,2.607,2.618,3.1,19.0,0.0,2.618,0.418,
2395,46,2024-09-02,450,8888021300369,ENERGIZER A 27  12V,4.0,1,3.78,4.959,4.498,5.9,19.0,10.0,17.993,2.873,
2396,46,2024-09-02,449,8888021300116,ENERGIZER A 23 12 V,5.0,1,3.78,4.959,4.498,5.9,19.0,10.0,22.491,3.591,
2397,46,2024-09-02,439,887930956238,KODAK CR2 3V,3.0,1,12.51,16.302,14.887,19.4,19.0,10.0,44.661,7.131,
2398,46,2024-09-02,433,887930414370,KODAK A27 12V,4.0,1,3.6,4.703,4.284,5.6,19.0,10.0,17.136,2.736,
2399,46,2024-09-02,411,887930396010,KODAK LR1,9.0,1,3.24,4.202,3.856,5.0,19.0,10.0,34.7,5.54,
2400,46,2024-09-02,451,4043752334517,MAXELL HEARING 13  B6,7.0,1,9.9,12.855,11.781,15.3,19.0,10.0,82.467,13.167,
2401,46,2024-09-02,452,4043752334500,MAXELL HEARING 675 B6,8.0,1,9.9,12.855,11.781,15.3,19.0,10.0,94.248,15.048,
2402,46,2024-09-02,435,887930414325,KODAK CR 1620 3V,7.0,1,3.33,4.369,3.963,5.2,19.0,10.0,27.739,4.429,
2403,46,2024-09-02,404,0104043752174649,DURACELL HEARING 675 B6,1.0,1,12.42,16.135,14.78,19.2,19.0,10.0,14.78,2.36,
2404,46,2024-09-02,2189,4891199063916,GP Lithium CR 2450-3V,3.0,1,5.9,7.397,7.021,8.8,19.0,0.0,21.063,3.363,
2405,46,2024-09-02,2190,4891199003738,GP Ithium CR 2430-3V,3.0,1,5.3,6.638,6.307,7.9,19.0,0.0,18.921,3.021,
2406,46,2024-09-02,436,887930414332,KODAK CR 1632 3V,7.0,1,3.33,4.37,3.963,5.2,19.0,10.0,27.739,4.429,
2407,46,2024-09-02,434,887930414745,KODAK CR 1616 3V,7.0,1,3.33,4.372,3.963,5.2,19.0,10.0,27.739,4.429,
2408,46,2024-09-02,440,887930423297,KODAK HEARING 13 B6,7.0,1,8.505,11.095,10.121,13.2,19.0,10.0,70.847,11.312,
2409,46,2024-09-02,2399,887930952827,Kodak R06 AA B2 Alkaline,20.0,1,3.24,4.118,3.856,4.9,19.0,10.0,77.112,12.312,
2444,47,2024-09-02,496,6092006810015,ALBUM PHOTOS 68100D,2.0,1,21.114,27.448,25.126,32.66,19.0,15.0,50.251,8.023,
2445,47,2024-09-02,500,6092006810022,ALBUM PHOTOS 68100E,1.0,1,35.894,43.073,42.714,51.26,19.0,15.0,42.714,6.82,
2446,47,2024-09-02,494,6092004620012,ALBUM 46200A PHOTOS,2.0,1,22.385,29.101,26.638,34.63,19.0,15.0,53.276,8.506,
2447,47,2024-09-02,495,6092004620029,ALBUM PHOTOS 46200B,2.0,1,22.385,29.101,26.638,34.63,19.0,15.0,53.276,8.506,
2448,47,2024-09-02,493,6092006820014,ALBUM PHOTOS 200 PHOTOS,2.0,1,34.017,44.222,40.48,52.62,19.0,15.0,80.96,12.926,
2449,47,2024-09-02,499,6092006814426,ALBUM PHOTOS 68144B,2.0,1,39.002,50.675,46.413,60.3,19.0,15.0,92.825,14.821,
2450,47,2024-09-02,498,6092006814433,ALBUM PHOTOS  68144A,2.0,1,39.002,50.703,46.413,60.34,19.0,15.0,92.825,14.821,
2451,47,2024-09-02,497,8888527685601,ALBUM PHOTOS 69144NS,2.0,1,30.107,39.16,35.827,46.6,19.0,15.0,71.655,11.441,
2452,47,2024-09-02,492,6092006814419,ALBUM PHOTOS 144 PHOTOS,2.0,1,27.859,36.217,33.152,43.1,19.0,15.0,66.304,10.586,
2488,49,2024-09-02,1401,8000836393736,Every Green SHP Damaged Hair 500ML,2.0,1,14.804,16.721,17.617,19.9,19.0,10.0,35.234,5.626,
2489,49,2024-09-02,1400,8000836393613,Every Green SHP  Anti Oxidant 500ML,5.0,1,14.804,16.721,17.617,19.9,19.0,10.0,88.084,14.064,
2490,49,2024-09-02,1398,8000836393798,Every Green SHP Colored Hair 500ML,1.0,1,14.804,16.721,17.617,19.9,19.0,10.0,17.617,2.813,
2491,49,2024-09-02,1396,8000836393873,Every Green SHP Loss Control 500ML,1.0,1,15.826,16.72,18.833,19.9,19.0,10.0,18.833,3.007,
2492,49,2024-09-02,1403,8000836534405,Every Green A/SHP Curly Hair 1L,2.0,1,21.951,24.794,26.122,29.5,19.0,10.0,52.243,8.341,
2493,49,2024-09-02,1390,8000836534382,Every Green SHP Curly Hair 1L,2.0,1,20.93,24.792,24.907,29.5,19.0,10.0,49.813,7.953,
2494,49,2024-09-02,1389,8000836393804,Every Green SHP Colored Hair 1L,2.0,1,20.93,24.792,24.907,29.5,19.0,10.0,49.813,7.953,
2495,49,2024-09-02,1392,8000836138221,Every Green SHP Dry Hair 1L,6.0,1,20.93,23.023,24.907,27.4,19.0,10.0,149.44,23.86,
2496,49,2024-09-02,1391,8000836393620,Every Green SHP Anti Oxidant 1L,2.0,1,20.93,24.792,24.907,29.5,19.0,10.0,49.813,7.953,
2497,49,2024-09-02,1393,8000836138061,Every Green SHP Damaged Hair 1L,1.0,1,20.93,24.792,24.907,29.5,19.0,10.0,24.907,3.977,
2498,49,2024-09-02,1424,8000836138160,Every Green SHP Anti Frizz,2.0,1,20.93,24.792,24.907,29.5,19.0,10.0,49.813,7.953,
2506,45,2024-09-02,772,6192488205795,R.B Shampoo Protector 250 ml,11.0,1,5.743,5.8,6.834,6.9,19.0,10.0,75.176,12.003,
2507,45,2024-09-02,763,6192488205832,R.B A/SHP Protecteur 250 ml,4.0,1,5.927,7.729,7.054,9.2,19.0,10.0,28.213,4.505,
2508,45,2024-09-02,774,6192488205801,R.B shampoo Purifiant 250 ml,6.0,1,5.743,5.8,6.834,6.9,19.0,10.0,41.005,6.547,
2509,45,2024-09-02,764,6192488205979,R.B A/SHP Purifiant,6.0,1,5.927,7.729,7.054,9.2,19.0,10.0,42.319,6.757,
2510,45,2024-09-02,766,6192488205788,R.B Shampoo Fortifiant,7.0,1,5.743,5.8,6.834,6.9,19.0,10.0,47.839,7.638,
2511,45,2024-09-02,759,6192488205825,R.B A/SHP FORFITIANT 250 ML,2.0,1,5.927,7.729,7.054,9.2,19.0,10.0,14.106,2.252,
2512,45,2024-09-02,761,6192488205818,R.B A/SHP Nutritif,2.0,1,5.927,7.731,7.054,9.2,19.0,10.0,14.106,2.252,
2538,48,2024-09-02,483,3600551146195,NARTA DEO FEMME PROT 5 200 ML,2.0,1,9.775,11.176,11.632,13.3,19.0,15.0,23.265,3.715,
2539,48,2024-09-02,2500,3600551145952,Narta Deo Femme Invisible 200 ml,2.0,1,9.775,11.176,11.632,13.3,19.0,15.0,23.265,3.715,
2540,48,2024-09-02,480,3600550288292,NARTA DEO FEMME bacti pur 200 ML,3.0,1,10.35,11.176,12.317,13.3,19.0,10.0,36.95,5.899,
2541,48,2024-09-02,2503,3600551145969,Narta Deo Classique 200 ml,3.0,1,9.775,11.176,11.632,13.3,19.0,15.0,34.897,5.572,
2542,48,2024-09-02,2501,3600551146126,Narta Deo Femme Floral 200 ml,2.0,1,9.775,11.176,11.632,13.3,19.0,15.0,23.265,3.715,
2543,48,2024-09-02,2505,3600551146362,Narta Bille Homme Classique,3.0,1,8.33,10.672,9.913,12.7,19.0,15.0,29.738,4.748,
2544,48,2024-09-02,2504,3600551145914,Narta Bille Homme Prot 5,4.0,1,8.33,10.672,9.913,12.7,19.0,15.0,39.651,6.331,
2545,48,2024-09-02,2203,3600551145938,Narta Bille Femme Protection 5,15.0,1,8.82,10.672,10.496,12.7,19.0,10.0,157.437,25.137,
2552,50,2024-09-02,321,3760082620035,COTON PLUS DISQUES 80PIÉCES,13.0,1,3.3,4.117,3.927,4.9,19.0,0.0,51.051,8.151,
2553,50,2024-09-02,1728,8054619935804,Q-line papier épilation roll,2.0,1,14.946,19.159,17.786,22.8,19.0,15.0,35.571,5.679,
2554,50,2024-09-02,2391,8682835415451,Papier epilation Rolls RNS,5.0,1,13.2,14.705,15.708,17.5,19.0,20.0,78.54,12.54,
2588,51,2024-09-05,849,8002150030526,Smac Netoyant inox 500 ml,1.0,1,5.75,7.479,6.843,8.9,19.0,0.0,6.843,1.093,
2589,51,2024-09-05,416,6931717812454,CARTHAGE PILE AAA  B2,2.0,1,0.672,0.84,0.8,1.0,19.0,0.0,1.599,0.255,
2590,51,2024-09-05,326,8682835415567,RENES NECK STRIP PACK,1.0,1,10.2,13.362,12.138,15.9,19.0,15.0,12.138,1.938,
2591,51,2024-09-05,2274,6192000719595,Pure Line Savon Liquide Huile d'Amande et Fleur D'orange 450mL,1.0,1,2.254,2.434,2.682,2.9,19.0,0.0,2.682,0.428,
