Barcode,EAN,Category,ItemName,BuyPrice,SellPrice,ShortcutForeColor,ShortcutBackColor,Status,Shortcut,ItemStock,ItemBrand,delay,unit,StockFaible,ShortCutOrder,startingprice,discount,fodec,tva,marge,buypriceht,sellpriceht,defaultsupplier
2811,6192430014659,30,Dixan gel machine fraicheur 3L,16.5373824,19.9027397184,-1,-14774017,1,0,0.0,153,0,1,2.0,0,18.048,23.0,0.0,19.0,20.35,13.89696,16.72499136,172811.0
2812,6192430019401,0,Nadhif gel machine 3L rose,16.96578,19.9,-1,-14774017,1,0,6.0,0,0,1,2.0,0,21.751,22.0,0.0,0.0,17.29,16.96578,19.899163362,172812.0
2813,6192430003882,0,Souplesse bille océne 50 ml,3.328,3.9,-1,-14774017,1,0,7.0,0,0,1,2.0,0,3.328,0.0,0.0,0.0,17.2,3.328,3.9,0.0
2814,6192430003936,0,Souplesse bille homme minéral 50 ml,3.47163,3.899334816,-1,-14774017,1,0,13.0,0,0,1,2.0,0,3.579,3.0,0.0,0.0,12.32,3.47163,3.899334816,172814.0
2815,6192430003868,0,Souplesse bille femme sensuel 50 ml,3.47163,3.899334816,-1,-14774017,1,0,6.0,0,0,1,2.0,0,3.579,3.0,0.0,0.0,12.32,3.47163,3.899334816,172815.0
2816,6192430003851,0,Souplesse bille femme vanille 50 ml,3.47163,3.899334816,-1,-14774017,1,0,12.0,0,0,1,2.0,0,3.579,3.0,0.0,0.0,12.32,3.47163,3.899334816,172816.0
2817,6192430017193,0,Syoss shp power 500 ML,7.427,9.699,-1,-14774017,1,0,4.0,0,0,1,2.0,0,7.427,0.0,0.0,0.0,30.59,7.427,9.699,
2818,6192430017254,0,Syoss shp clean et cool 500 ML,7.428,9.7,-1,-14774017,1,0,14.0,0,0,1,2.0,0,8.538,13.0,0.0,0.0,30.59,7.428,9.7,172818.0
2819,6192430015472,0,Pril liquide vaisselle citron vert 580 ml,3.0659,3.79956987,-1,-14774017,1,0,20.0,0,0,1,2.0,0,3.565,14.0,0.0,0.0,23.93,3.0659,3.79956987,172819.0
2820,5283009711435,0,Genereal Power Active lemon 1 piéces,3.175,3.8,-1,-14774017,1,0,0.0,0,0,1,2.0,0,3.175,0.0,0.0,0.0,19.7,3.175,3.8,
2821,5283009711442,0,Genereal Power Active Ocean 1 piéces,3.361,3.901,-1,-14774017,1,0,11.0,0,0,1,2.0,0,3.323,15.0,0.0,19.0,16.04,2.825,3.278,172821.0
2822,8718951552838,30,Soupline assouplissant grand air 2.85 L,15.196,17.6,-1,-14774017,1,0,0.0,147,0,1,2.0,0,12.77,0.0,0.0,19.0,15.83,12.77,14.791,0.0
2823,8718951552944,30,Soupline assouplissant lavande 2.85 L,15.196,17.6,-1,-14774017,1,0,0.0,147,0,1,2.0,0,12.77,0.0,0.0,19.0,15.83,12.77,14.791,0.0
2824,8718951377769,0,Palmolive SHP noix de coco 380 ML,3.878,4.9,-1,-14774017,1,0,9.0,94,0,1,2.0,0,4.345,25.0,0.0,19.0,26.35,3.259,4.118,
2825,8718951548947,0,Palmolive SHP aloe vera 380 ML,3.878,4.9,-1,-14774017,1,0,8.0,94,0,1,2.0,0,4.345,25.0,0.0,19.0,26.35,3.259,4.118,
2826,8718951321588,0,Sanex déo femme pierre d'alun peaux normales 200 ML,9.371,11.9,-1,-14774017,1,0,57.0,148,0,1,2.0,0,10.5,25.0,0.0,19.0,27.0,7.875,10.001,
2827,8718951321526,0,Sanex déo femme pierre d'alun peaux sensibles 200 ML,9.371,11.9,-1,-14774017,1,0,54.0,0,0,1,2.0,0,10.5,25.0,0.0,19.0,27.0,7.875,10.001,0.0
2828,8718951561687,0,Sanex déo femme dermo sensitive 200 ML,9.371,11.9,-1,-14774017,1,0,58.0,0,0,1,2.0,0,10.5,25.0,0.0,19.0,27.0,7.875,10.001,0.0
2829,8718951273931,0,Sanex déo homme respect et control 200 ML,9.371,11.9,-1,-14774017,1,0,56.0,0,0,1,2.0,0,10.5,25.0,0.0,19.0,27.0,7.875,10.001,0.0
2830,8718951087422,0,Sanex déo homme active control 200 ML,9.371,11.901,-1,-14774017,1,0,52.0,148,0,1,2.0,0,10.5,25.0,0.0,19.0,27.0,7.875,10.001,
2831,8718951087415,0,Sanex bille homme nature protect respect et control 50 ML,6.388,7.9,-1,-14774017,1,0,3.0,0,0,1,2.0,0,6.71,20.0,0.0,19.0,23.7,5.368,6.64,0.0
2832,8718951273719,0,Sanex bille homme zero respect et control 50 ML,6.388,7.9,-1,-14774017,1,0,0.0,0,0,1,2.0,0,6.71,20.0,0.0,19.0,23.7,5.368,6.64,0.0
2833,8718951247024,0,Sanex bille femme zero extra control 50 ML,6.388,7.9,-1,-14774017,1,0,2.0,0,0,1,2.0,0,6.71,20.0,0.0,19.0,23.7,5.368,6.64,0.0
2834,8718951316027,0,Sanex bille femme nature protect pierre d'alun 50 ML,6.388,7.9,-1,-14774017,1,0,3.0,0,0,1,2.0,0,6.71,20.0,0.0,19.0,23.7,5.368,6.64,0.0
2835,8718951268432,0,Sanex bille femme zero sensitive 50 ML,6.388,7.9,-1,-14774017,1,0,3.0,0,0,1,2.0,0,6.71,20.0,0.0,19.0,23.7,5.368,6.64,0.0
2836,6920354828195,0,Colgate dentifrices 75ml total charcoal,4.427,5.9,-1,-14774017,1,0,0.0,0,0,1,2.0,0,4.65,20.0,0.0,19.0,33.3,3.72,4.959,
2837,8718951654129,0,Colgate dentifrices 75ml max fresh menthe frisson,4.036,4.9,-1,-14774017,1,0,7.0,0,0,1,2.0,0,3.99,15.0,0.0,19.0,21.4,3.392,4.117,252837.0
2838,8718951509627,0,Colgate dentefrice optic white anti tabac 75 ML,8.747,10.9,-1,-14774017,1,0,0.0,0,0,1,2.0,0,9.8,25.0,0.0,19.0,24.63,7.35,9.16,
2839,8718951288911,0,Colgate dentefrice max fresh spicy fresh 75 ML,4.036,4.9,-1,-14774017,1,0,4.0,0,0,1,2.0,0,3.99,15.0,0.0,19.0,21.4,3.392,4.118,
2840,8718951606494,0,Colgate brosse a dent kids batman +6 ans,5.748,6.7,-1,-14774017,1,0,8.0,0,0,1,2.0,0,4.83,0.0,0.0,19.0,16.57,4.83,5.63,
2841,8718951606524,0,Colgate brosse a dent kids barbie +6 ans,5.748,6.9,-1,-14774017,1,0,7.0,0,0,1,2.0,0,4.83,0.0,0.0,19.0,20.04,4.83,5.798,
2842,6192400660343,0,Lotus Papier Toillette x12,5.50018,7.19973562,-1,-14774017,1,0,79.0,54,0,1,2.0,0,4.622,0.0,0.0,19.0,30.9,4.622,6.050198,432842.0
2843,6192400682970,0,Lotus essuie-tout maxi roll mega 1000 GR,8.5,9.9,-1,-14774017,1,0,0.0,0,0,1,12.0,0,8.5,0.0,0.0,0.0,16.5,8.5,9.903,262843.0
2844,6192400682963,0,Lotus essuie-tout maxi roll xxl 680 GR,6.5,7.5,-1,-14774017,1,0,0.0,0,0,1,12.0,0,6.5,0.0,0.0,0.0,15.4,6.5,7.501,0.0
2845,6192400660923,0,Lotus essuie-tout multiusage *2 260 GR,2.0,3.0004,-1,-14774017,1,0,-16.0,0,0,1,12.0,0,2.0,0.0,0.0,0.0,50.02,2.0,3.0004,52845.0
2846,6192400682956,0,Lotus essuie-tout maxi roll xl 430 GR,4.5,5.5,-1,-14774017,1,0,0.0,0,0,1,10.0,0,4.5,0.0,0.0,0.0,22.3,4.5,5.504,0.0
2847,6926597176048,0,Dr cool brosse a dent adventurous soft,1.358,2.7,-1,-14774017,1,0,52.0,0,0,1,2.0,0,1.358,0.0,0.0,0.0,99.0,1.358,2.702,82847.0
2848,6191737400097,0,Dima clean lavette microfibre multi-usages P modéle,2.2,3.0,-1,-14774017,1,0,1.0,149,0,1,2.0,0,2.2,0.0,0.0,0.0,36.5,2.2,3.003,92848.0
2851,6191737400134,19,Dima clean lavette microfibre spécialité cuisine,1.5,2.0,-1,-14774017,1,0,0.0,149,0,1,2.0,0,1.5,0.0,0.0,0.0,33.5,1.5,2.003,92851.0
2852,6191737400066,0,Dima clean lavette microfibre spécialité meuble,2.0,2.5,-1,-14774017,1,0,0.0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,25.0,2.0,2.5,92852.0
2853,6191737400035,0,Dima clean lavette microfibre spécialité sol G modéle,5.0,7.5,-1,-14774017,1,0,0.0,149,0,1,2.0,0,5.0,0.0,0.0,0.0,50.0,5.0,7.5,352853.0
2854,7322540960341,0,Nana ultra thin 8,3.7,4.5,-1,-14774017,1,0,1.0,0,0,1,12.0,0,3.109,0.0,0.0,19.0,21.63,3.109,3.781,52854.0
2855,6192011812162,0,Lilas nett distributeur fleurie 100 mouchoirs,1.577,2.1,-1,-14774017,1,0,0.0,120,0,1,2.0,0,1.325,0.0,0.0,19.0,33.2,1.325,1.765,42855.0
2856,6192011811592,0,Lilas nett papiers mouchoirs kids 6 piéces,1.528,1.9,-1,-14774017,1,0,98.0,120,0,1,2.0,0,1.284,0.0,0.0,19.0,24.35,1.284,1.597,342856.0
2857,6192002403607,0,Judy javel parfumée fleurs 1.5 L,2.85957,3.4028883,-1,-14774017,1,0,-7.0,17,0,1,2.0,0,2.403,0.0,0.0,19.0,19.0,2.403,2.85957,32857.0
2858,6192002403287,0,Judy javel parfumée lavande 1.5 L,2.85957,3.4028883,-1,-14774017,1,0,0.0,17,0,1,2.0,0,2.403,0.0,0.0,19.0,19.0,2.403,2.85957,32858.0
2859,6192002403270,0,Judy javel parfumée citron 1.5 L,2.85957,3.4028883,-1,-14774017,1,0,1.0,17,0,1,2.0,0,2.403,0.0,0.0,19.0,19.0,2.403,2.85957,32859.0
2860,6192002403188,0,Judy javel parfumée foret 1.5 L,2.85957,3.4028883,-1,-14774017,1,0,1.0,17,0,1,2.0,0,2.403,0.0,0.0,19.0,19.0,2.403,2.85957,32860.0
2861,6192457800365,0,ROSS CLEAN desorisant dose concentré pour 3/5L,0.727,1.0,-1,-14774017,1,0,17.0,0,0,1,2.0,0,0.63,3.0,0.0,19.0,37.6,0.611,0.841,82861.0
2862,6192507800222,0,BSP garden balai lave pont,1.406,2.0,-1,-14774017,1,0,8.0,0,0,1,2.0,0,1.218,3.0,0.0,19.0,42.5,1.181,1.683,82862.0
2863,6192502704167,0,Sofpince brosse fenetre floria,1.004,1.6,-1,-14774017,1,0,0.0,0,0,1,2.0,0,0.87,3.0,0.0,19.0,59.3,0.844,1.344,82863.0
2864,6192502700190,0,Sofpince brosse fenetre gris,1.091,1.6,-1,-14774017,1,0,0.0,0,0,1,2.0,0,0.945,3.0,0.0,19.0,46.9,0.917,1.347,82864.0
2865,6192507800215,0,BSP balai lave pont aylix,1.164,1.8,-1,-14774017,1,0,19.0,0,0,1,2.0,0,1.008,3.0,0.0,19.0,54.9,0.978,1.515,82865.0
2866,6192002010232,0,Sanille brille vitre et glace PM,1.057,1.5,-1,-14774017,1,0,8.0,0,0,1,2.0,0,0.916,3.0,0.0,19.0,41.8,0.889,1.261,82866.0
2867,6192011813664,0,Lilas protége-slips confort plus normal 20 (new),2.715,3.2,-1,-14774017,1,0,13.0,120,0,1,12.0,0,2.715,0.0,0.0,0.0,17.85,2.715,3.2,42867.0
2868,6192011813671,0,Lilas protége-slips confort plus long 16 (new),2.714,3.3,-1,-14774017,1,0,0.0,0,0,1,12.0,0,2.281,0.0,0.0,19.0,21.56,2.281,2.773,42868.0
2869,6192011803733,37,Lilas clip normal vert 10,2.527,3.2,-1,-14774017,1,0,32.0,43,0,1,12.0,0,2.189,3.0,0.0,19.0,26.65,2.123,2.689,52869.0
2870,6192111000339,0,Folia lingettes bébé 60 piéces,1.601,2.3,-1,-14774017,1,0,0.0,0,0,1,5.0,0,1.387,3.0,0.0,19.0,43.8,1.345,1.934,82870.0
2871,6192457502603,0,Dumax air fresh smooth 250 ML,2.124,3.0,-1,-14774017,1,0,0.0,0,0,1,2.0,0,1.84,3.0,0.0,19.0,41.24,1.785,2.521,82871.0
2872,6192457501002,0,Dumax air fresh bkhour 250 ML,2.124,3.0,-1,-14774017,1,0,0.0,0,0,1,2.0,0,1.84,3.0,0.0,19.0,41.24,1.785,2.521,82872.0
2873,3058320002041,0,Mixa créme soin mains séches 100ML,14.81,17.0,-1,-14774017,1,0,4.0,32,0,1,2.0,0,13.1,5.0,0.0,19.0,14.8,12.445,14.287,12873.0
2874,3058320002034,0,Mixa créme soin mains abimées 100ML,16.053,18.004,-1,-14774017,1,0,3.0,0,0,1,2.0,0,14.2,5.0,0.0,19.0,12.15,13.49,15.129,12874.0
2875,3610340670947,0,Garnier U.D shp rice water infusion et strach 200 ML,8.4609,9.59973714,-1,-14774017,1,0,4.0,25,0,1,2.0,0,7.9,10.0,0.0,19.0,13.46,7.11,8.067006,12875.0
2876,3610340670909,0,Garnier U.D shp rice water infusion et strach 400 ML,14.94045,16.90063704,-1,-14774017,1,0,2.0,25,0,1,2.0,0,13.95,10.0,0.0,19.0,13.12,12.555,14.202216,12876.0
2877,3600542612920,4,Garnier U.D masque rice water infusion et strach 340 ML,14.5656,18.90032256,-1,-14774017,1,0,2.0,25,0,1,2.0,0,13.6,10.0,0.0,19.0,29.76,12.24,15.882624,12877.0
2878,3574661287201,0,Neutrogena gel nettoyant hydro boost 50 ML,22.13519,26.8,-1,-14774017,1,0,3.0,92,0,1,2.0,0,19.58,5.0,0.0,19.0,21.07,18.601,22.5202307,12878.0
2879,7898947734798,44,Brasil cacau deep conditioning mask 1L,93.46,112.002464,-1,-14774017,1,0,1.0,150,0,1,2.0,0,93.46,0.0,0.0,0.0,19.84,93.46,112.002464,12879.0
2880,7898947734606,0,Brasil cacau thermal reconstruction 1L,552.227,664.99,-1,-14774017,1,0,0.0,0,0,1,2.0,0,464.056,0.0,0.0,19.0,20.42,464.056,558.816,
2881,7898606743819,0,Brasil cacau Botox Vegan 1L,789.531561,1026.3910293,-1,-14774017,1,0,1.0,0,0,1,2.0,0,737.191,10.0,0.0,19.0,30.0,663.4719,862.51347,12881.0
2882,7898606741709,0,Brasil cacau smoothing protein dose 110ml,76.148,98.993,-1,-14774017,1,0,23.0,0,0,1,2.0,0,63.99,0.0,0.0,19.0,30.0,63.99,83.187,342882.0
2883,7898947734804,0,Brasil cacau anti residu shampoo 1L,95.1048,125.00574912,-1,-14774017,1,0,1.0,0,0,1,2.0,0,79.92,0.0,0.0,19.0,31.44,79.92,105.046848,12883.0
2884,7898947734800,0,Brasil cacau deep conditioning mask 100ml,15.0,15.0,-1,-14774017,1,0,-1.0,0,0,1,2.0,0,12.605,0.0,0.0,19.0,0.0,12.605,12.605,
2885,7898947734700,0,Brasil cacau thermal reconstruction 100ml,75.0,75.0,-1,-14774017,1,0,0.0,0,0,1,2.0,0,63.025,0.0,0.0,19.0,0.0,63.025,63.025,0.0
2886,7898947734903,0,Brasil cacau anti residu shampoo 100ml,9.51,9.51,-1,-14774017,1,0,0.0,0,0,1,2.0,0,7.992,0.0,0.0,19.0,0.0,7.992,7.992,
2887,7898606743900,0,Brasil cacau Botox Vegan 50ml,50.02,60.0,-1,-14774017,1,0,-5.0,0,0,1,2.0,0,42.034,0.0,0.0,19.0,19.95,42.034,50.42,
2888,6192319104716,0,Lilas extreme lave mains bergamote 380 ML,2.506,3.8,-1,-14774017,1,0,6.0,43,0,1,2.0,0,2.506,0.0,0.0,0.0,51.64,2.506,3.8,282888.0
2889,6192319104747,0,Lilas extreme lave mains orchidée 380 ML,2.924,3.8,-1,-14774017,1,0,11.0,43,0,1,2.0,0,2.924,0.0,0.0,0.0,29.97,2.924,3.8,222889.0
2890,6192319104761,0,Lilas extreme lave mains citron menthe 380 ML,2.924,3.8,-1,-14774017,1,0,10.0,120,0,1,2.0,0,2.924,0.0,0.0,0.0,29.97,2.924,3.8,222890.0
2891,6192319104792,0,Lilas extreme lave mains lavande 380 ML,2.924,3.8,-1,-14774017,1,0,13.0,120,0,1,2.0,0,2.924,0.0,0.0,0.0,29.97,2.924,3.8,222891.0
2892,6192319104730,0,Lilas extreme lave mains floral380 ML,2.924,3.8,-1,-14774017,1,0,12.0,43,0,1,2.0,0,2.924,0.0,0.0,0.0,29.97,2.924,3.8,222892.0
2893,6192319100602,0,Lilas extreme SHP homme 2en1 kératine 350 ML,4.601,5.502796,-1,-14774017,1,0,14.0,120,0,1,2.0,0,4.601,0.0,0.0,0.0,19.6,4.601,5.502796,282893.0
2894,6192319105263,4,Lilas créme de coiffage 200ML extreme protectrice,7.309,8.8,-1,-14774017,1,0,0.0,43,0,1,2.0,0,7.309,0.0,0.0,0.0,20.4,7.309,8.8,282894.0
2895,6192319100527,0,Lilas extreme SHP 2en1 sublimateur grenad 350 ML,4.60054,5.4976453,-1,-14774017,1,0,8.0,0,0,1,2.0,0,3.866,0.0,0.0,19.0,19.5,3.866,4.61987,282895.0
2896,6192319101012,0,Lilas extreme A/SHP protecteur 180 ML,3.309,4.2,-1,-14774017,1,0,2.0,43,0,1,2.0,0,3.309,0.0,0.0,0.0,27.0,3.309,4.20243,282896.0
2897,7702018069316,0,Gillette SIMPLY VÉNUS  // 4+2,8.092,10.2,-1,-14774017,1,0,0.0,26,0,1,2.0,0,6.8,0.0,0.0,19.0,26.03,6.8,8.57004,12897.0
2898,1234,0,sachet,0.2,0.2,-1,-14774017,1,0,0.0,0,0,1,2.0,0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0
2899,4005808166190,0,Nivea créme 80% new 150 ML,7.586,9.9,-1,-14774017,1,0,0.0,21,0,1,2.0,0,7.5,15.0,0.0,19.0,30.5,6.375,8.319,12899.0
2900,3600551146164,0,NARTA DEO HOMME-BACTIPUR ZINC 200ML (NEW),12.3403,15.80052012,-1,-14774017,1,0,9.0,0,0,1,2.0,0,12.2,15.0,0.0,19.0,28.04,10.37,13.277748,12900.0
2901,3610340670312,0,Garnier U.D A/SHP avocat oil 200 ML,9.4248,11.3003352,-1,-14774017,1,0,14.0,0,0,1,2.0,0,8.8,10.0,0.0,19.0,19.9,7.92,9.49608,12901.0
2902,5000394127050,0,Duracell AA 4 * 15 extra life,15.797,17.9,-1,-14774017,1,0,1.0,5,0,1,2.0,0,14.75,10.0,0.0,19.0,13.31,13.275,15.042,12902.0
2903,6223005874085,0,Vanish pistolet rose détachant 500 ML,11.563,14.5,-1,-14774017,1,0,7.0,86,0,1,2.0,0,14.824,22.0,0.0,0.0,25.4,11.563,14.5,132903.0
2904,6223005874962,0,Finish powerball 30 pièces 480 g,29.785,29.901,-1,-14774017,1,0,177.0,89,0,1,2.0,0,25.029,0.0,0.0,19.0,0.39,25.029,25.127,152904.0
2905,3153830814969,0,Nicols cello classic *6,5.311,6.5,-1,-14774017,1,0,24.0,0,0,1,2.0,0,5.311,0.0,0.0,0.0,22.39,5.311,6.5,132905.0
2906,3700992600383,0,Baranne cirage express marron 75 ML,4.309,7.1,-1,-14774017,1,0,5.0,151,0,1,2.0,0,3.621,0.0,0.0,19.0,64.77,3.621,5.966,152906.0
2907,3700992600376,0,Baranne cirage express noir 75 ML,4.309,7.1,-1,-14774017,1,0,5.0,151,0,1,2.0,0,3.621,0.0,0.0,19.0,64.77,3.621,5.966,152907.0
2908,3700992600499,0,Baranne blacheur baskets 75 ML,6.021,7.1,-1,-14774017,1,0,12.0,151,0,1,2.0,0,6.021,0.0,0.0,0.0,17.92,6.021,7.1,132908.0
2909,3700992600390,0,Baranne cirage express incolor 75 ML,4.309,7.1,-1,-14774017,1,0,6.0,151,0,1,2.0,0,3.621,0.0,0.0,19.0,64.77,3.621,5.966,152909.0
2910,3700992600482,0,Baranne mousse nettoyante chaussures et accessoires 200 ML,7.283,9.5,-1,-14774017,1,0,4.0,151,0,1,2.0,0,6.12,0.0,0.0,19.0,30.4,6.12,7.98,152910.0
2911,8003510009299,0,Malizia gel douche gojiberry and flowrs 3en1,10.317,12.597,-1,-14774017,1,0,2.0,68,0,1,2.0,0,10.2,15.0,0.0,19.0,22.1,8.67,10.586,12911.0
2912,8003510025107,0,Malizia Gel douche 1000ml organ and vanille 3en1,10.317,12.599,-1,-14774017,1,0,10.0,68,0,1,2.0,0,10.2,15.0,0.0,19.0,22.12,8.67,10.588,12912.0
2913,8003510001484,0,Intesa Trousse 4 produits,25.299,29.803,-1,-14774017,1,0,2.0,152,0,1,2.0,0,21.26,0.0,0.0,19.0,17.8,21.26,25.044,12913.0
2914,8003510002238,44,Intesa styling mousse 300 ML,8.799,10.999,-1,-14774017,1,0,5.0,152,0,1,2.0,0,7.394,0.0,0.0,19.0,25.0,7.394,9.243,12914.0
2917,6192430015403,0,Nadhif poudre machine rafraichissant 4KG,18.693,21.9,-1,-14774017,1,0,4.0,62,0,1,2.0,0,18.056,13.0,0.0,19.0,17.15,15.709,18.403,172917.0
2918,6192430015557,0,Pril liquide vaisselle citron 960 ML,5.8,6.9,-1,-14774017,1,0,29.0,154,0,1,2.0,0,5.356,9.0,0.0,19.0,18.97,4.874,5.799,372918.0
2919,6192430014642,0,Dixan gel machine lavande 3L,17.39718,19.900634202,-1,-14774017,1,0,16.0,153,0,1,2.0,0,21.478,19.0,0.0,0.0,14.39,17.39718,19.900634202,172919.0
2920,6192430019746,30,Nadhif poudre mains regular 300 gr,1.8712512,2.4008152896,-1,-14774017,1,0,19.0,62,0,1,2.0,0,1.638,4.0,0.0,19.0,28.3,1.57248,2.01749184,172920.0
2921,6192430019838,30,Nadhif poudre mains savon de marseille 300 gr,1.919232,2.39904,-1,-14774017,1,0,10.0,62,0,1,2.0,0,1.68,4.0,0.0,19.0,25.0,1.6128,2.016,172921.0
2922,6192430017162,30,Nadhif poudre mains regular 1 kg,5.7258,6.69975858,-1,-14774017,1,0,15.0,62,0,1,2.0,0,6.362,10.0,0.0,0.0,17.01,5.7258,6.69975858,172922.0
2923,6192430019845,30,Nadhif poudre mains savon de marseille 1 kg,6.002,6.9,-1,-14774017,1,0,0.0,62,0,1,2.0,0,5.543,9.0,0.0,19.0,15.0,5.044,5.801,172923.0
2924,6192409005626,0,Det poudre mains fraicheur 1KG,4.041,4.9,-1,-14774017,1,0,7.0,0,0,1,2.0,0,3.501,3.0,0.0,19.0,21.26,3.396,4.118,82924.0
2925,6130552002987,37,Awane couche femme confort 3D 7 NUIT,1.935,2.9,-1,-14774017,1,0,1.0,155,0,1,2.0,0,1.626,0.0,0.0,19.0,49.9,1.626,2.437,32925.0
2926,6192011814487,0,Lilas Couche Bébé 9-18 Confort Max Actif +2 T4,14.21,16.8,-1,-14774017,1,0,15.0,0,0,1,2.0,0,14.21,0.0,0.0,0.0,18.23,14.21,16.8,42926.0
2927,6192011814494,0,Lilas Couche Bébé 15-25 Confort max Actif +2 T5,14.21,16.8,-1,-14774017,1,0,15.0,0,0,1,2.0,0,14.21,0.0,0.0,0.0,18.23,14.21,16.8,42927.0
2928,6221048600159,30,Comfort cajoline flora soft 1L,5.9,6.8,-1,-14774017,1,0,6.0,157,0,1,2.0,0,5.9,0.0,0.0,0.0,15.25,5.9,6.8,62928.0
2929,6221048600135,30,Comfort cajoline spring dew 1L,5.9,6.8,-1,-14774017,1,0,9.0,157,0,1,2.0,0,5.9,0.0,0.0,0.0,15.2,5.9,6.797,62929.0
2930,5908283127658,30,Garpi home mikrofiber avec sous 13L,28.716,35.9,-1,-14774017,1,0,0.0,0,0,1,2.0,0,28.716,0.0,0.0,0.0,25.02,28.716,35.901,82930.0
2931,8683143501973,30,Sillgech Balai Avec Réservoir de vaporisation - rotatif 360,32.98,42.9,-1,-14774017,1,0,0.0,0,0,1,2.0,0,32.98,0.0,0.0,0.0,30.08,32.98,42.9,82931.0
2932,8683143501324,0,Sillgech manche en inox,23.2799224,27.0,-1,-14774017,1,0,2.0,0,0,1,2.0,0,20.168,3.0,0.0,19.0,15.99,19.56296,22.691077304,82932.0
2933,8683143501300,0,Sillgech manche en inox microfibre gris,23.2799224,27.0,-1,-14774017,1,0,2.0,0,0,1,2.0,0,20.168,3.0,0.0,19.0,15.99,19.56296,22.691077304,82933.0
2934,8683143500211,30,Sillgech manche en inox 100% micfiber,23.28,29.9,-1,-14774017,1,0,0.0,0,0,1,2.0,0,20.168,3.0,0.0,19.0,28.44,19.563,25.127,82934.0
2935,8683143500549,0,Emay home pour les coins x,23.28,30.0,-1,-14774017,1,0,0.0,0,0,1,2.0,0,20.168,3.0,0.0,19.0,30.0,19.563,25.432,82935.0
2936,6192011814531,0,Lilas couche jumbo 15-25 Confort Max + 4 T5,26.699,27.49997,-1,-14774017,1,0,5.0,120,0,1,2.0,0,26.699,0.0,0.0,0.0,3.0,26.699,27.49997,42936.0
2937,6192457500838,19,Dumax lave main 400ml peche,2.16,3.5,-1,-14774017,1,0,0.0,117,0,1,2.0,0,2.227,3.0,0.0,0.0,62.1,2.16,3.501,
2938,6192477621261,30,Lilas Sol Surfaces citron 1.5L,5.225,6.401,-1,-14774017,1,0,0.0,120,0,1,2.0,0,4.391,0.0,0.0,19.0,22.5,4.391,5.379,282938.0
2939,3574661561219,24,LISTERINE ADVANCED WHITE MILDER TASTE 250ML,6.426,7.698348,-1,-14774017,1,0,4.0,1,0,1,2.0,0,6.0,10.0,0.0,19.0,19.8,5.4,6.4692,12939.0
2940,5410721953434,45,Nicols air fraish essential oils 375 ML,3.63188,5.09915952,-1,-14774017,1,0,1.0,158,0,1,2.0,0,3.052,0.0,0.0,19.0,40.4,3.052,4.285008,152940.0
2941,3153830168055,45,Nicols air fraish flower 375 ML,3.63188,5.09915952,-1,-14774017,1,0,0.0,158,0,1,2.0,0,3.052,0.0,0.0,19.0,40.4,3.052,4.285008,152941.0
2942,3272310029010,0,Gant de Ménage paul masquin S,3.534,4.5,-1,-14774017,1,0,4.0,159,0,1,2.0,0,3.494,15.0,0.0,19.0,27.33,2.97,3.782,152942.0
2943,8050327687301,0,Mood Teinture Sans Amoniac 6.5,8.261,11.499,-1,-14774017,1,0,8.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.942,9.663,12943.0
2944,8050327687271,0,Mood Teinture Sans Amoniac 7.44,8.261,11.499,-1,-14774017,1,0,11.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.942,9.663,12944.0
2945,8050327687264,0,Mood Teinture Sans Amoniac 6.4,8.261,11.499,-1,-14774017,1,0,10.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.942,9.663,12945.0
2946,8050327687325,4,Mood Teinture Sans Amoniac 5.7,8.260623,11.4996132783,-1,-14774017,1,0,9.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.21,6.9417,9.66354057,12946.0
2947,8050327687141,0,Mood Teinture Sans Amoniac 1.11,8.261,11.499,-1,-14774017,1,0,12.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.942,9.663,12947.0
2948,8050327687356,0,Mood Teinture Sans Amoniac 5.88,8.261,11.499,-1,-14774017,1,0,12.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.942,9.663,12948.0
2949,8050327687318,0,Mood Teinture Sans Amoniac 5.6,8.261,11.499,-1,-14774017,1,0,11.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.942,9.663,12949.0
2950,8050327687158,4,Mood Teinture Sans Amoniac 5.1,8.260623,11.498787216,-1,-14774017,1,0,5.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.9417,9.6628464,12950.0
2951,8050327687387,4,Mood Teinture Sans Amoniac 7.87,8.260623,11.49897,-1,-14774017,1,0,10.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.9417,9.6628464,12951.0
2952,8050327687370,0,Mood Teinture Sans Amoniac 5.87,8.261,11.499,-1,-14774017,1,0,11.0,48,0,1,2.0,0,7.713,10.0,0.0,19.0,39.2,6.942,9.663,12952.0
