id,EAN,itemname,updatedate,itemstock,oldbuyprice,oldsellprice,newbuyprice,newsellprice,username,itemid
2031,3574661254470,LPM GD CROQUEZ LA FRAISE,2024-05-13,4.0,5.944,7.75,5.944,7.8,Admin,709
2032,3574661578453,LPM GD MANDARINE CITRON,2024-05-13,6.0,5.944,7.75,5.944,7.8,Admin,706
2033,3574661700526,LPM GD LAIT DE VANILLE,2024-05-13,5.0,5.944,7.75,5.944,7.8,Admin,708
2034,5283022020392,Elegance Body Splash Vanille 300ML,2024-05-13,11.0,7.497,9.75,7.497,9.8,Admin,758
2035,5283022020408,Elegance Body Splash Tresia 300ML,2024-05-13,4.0,7.497,9.75,7.497,9.8,Admin,760
2036,6192011809575,Ling Confort Max 20 Pcs,2024-05-13,8.0,1.739,2.25,1.739,2.3,Admin,997
2037,6192000719366,Sunsilk SHP lisses  600 ml,2024-05-13,77.0,6.574,7.75,6.574,7.8,Admin,1485
2038,6192000719359,Sunsilk SHP reparation  600 ml,2024-05-13,2.0,6.268,7.75,6.268,7.8,Admin,1484
2039,6192000719380,Sunsilk SHP Brillance 600 ml,2024-05-13,76.0,6.574,7.75,6.574,7.8,Admin,2104
2040,6192000719342,Sunsilk SHP Anti Péliculaire  600 ml,2024-05-13,80.0,6.574,7.75,6.574,7.8,Admin,1483
2041,6192000719373,Sunsilk SHP anti casse 600 ml,2024-05-13,87.0,6.574,7.75,6.574,7.8,Admin,1482
2042,6192409005046,TYR EMLAQ LAVANDE 750ML,2024-05-13,6.0,6.405,7.05,6.405,7.8,Admin,1106
2043,6192477623180,Lilas Fortox Classic 500mL,2024-05-13,3.0,4.699,5.35,4.699,5.4,Admin,2116
2044,6192409002502,TYR PM CITRON 300ML,2024-05-13,11.0,3.675,4.05,3.675,4.5,Admin,1105
2045,8681917081003,Sac Poubelle Jombo 80x110 stepy,2024-05-13,8.0,6.05,7.85,6.05,7.5,Admin,613
2046,8008990006318,Eponge massage ovale aquamassag,2024-05-13,13.0,4.179,5.45,4.179,5.5,Admin,645
2047,6192433201711,Eponge bath baby -2-,2024-05-13,9.0,2.886,3.75,2.886,3.8,Admin,678
2048,6192433201063,Tampon Expert 7+3,2024-05-13,25.0,2.723,3.55,2.723,3.5,Admin,667
2049,8008990005236,Brosse vaisselle avec eponge,2024-05-13,10.0,4.729,6.15,4.729,6.2,Admin,642
2050,6192011808578,Lingette Bebe 72 Avec LID,2024-05-13,3.0,4.29,5.15,4.29,5.2,Admin,998
2051,6192433202534,Lavette microfibre s-vitre -1-,2024-05-13,7.0,3.594,4.65,3.594,4.7,Admin,666
2052,6192433203074,Gant de menage Sponge jex eco L-1-,2024-05-13,7.0,2.53,3.29,2.53,3.3,Admin,677
2053,8690245201236,Sac Poubelle Meduim 55x60,2024-05-13,31.0,1.651,2.15,1.651,2.2,Admin,616
2054,8695122003071,Tapette à Mouches,2024-05-13,9.0,1.43,1.85,1.43,1.9,Admin,548
2055,3600542444088,GARNIER MICELLAIRE VITAMIN C - 400ML,2024-05-14,6.0,18.261,23.75,18.261,23.7,Admin,238
2056,3610340651915,Garnier skin active créme fast Bright Vitamin C 50 ml,2024-05-14,4.0,17.41,21.75,17.41,21.8,Admin,1737
2057,3600542146470,GARNIER MICELLAIRE PAU SENSIBLE 100ML,2024-05-14,8.0,8.024,10.45,8.024,10.4,Admin,240
2058,3600541358447,GARNIER MICELLAIRE PEAU SENSIBLE 400ML,2024-05-14,3.0,18.261,23.75,18.261,23.8,Admin,237
2059,3600541893443,GARNIER GEL NETTOYANT CHARBON 200ML,2024-05-14,6.0,21.249,27.65,21.249,27.6,Admin,241
2060,8697926017520,REDIST SERUM ARGAN OIL KERATIN 5ML,2024-05-14,7.0,13.5,17.55,13.5,17.6,Admin,367
2061,4005808804344,NIVEA APRÉS SOLEIL FRAICHEUR 200 ML,2024-05-14,6.0,21.343,27.75,21.343,27.8,Admin,164
2062,6192433201650,eponge a recurer inox 2+1 gratuit,2024-05-14,30.0,2.585,3.35,2.585,3.4,Admin,651
2063,6192433200882,eponge biface 1510-1-,2024-05-14,12.0,1.578,2.05,1.578,2.1,Admin,650
2064,6192002406653,Judy Fleurs 2L Jasmin + 0.5 L Gratuit,2024-05-14,6.0,3.55,4.95,3.55,4.3,Admin,1257
2065,6192002406646,Judy Fleurs 2 L Lavande +0.5 L Gratuit,2024-05-14,23.0,3.25,4.5,3.25,4.3,Admin,1255
2066,8680858302024,Saliére 80ml,2024-05-14,10.0,1.869,2.45,1.869,2.4,Admin,561
2067,6192011810748,Lilas Nett Citron,2024-05-14,18.0,2.349,2.75,2.349,2.7,Admin,1029
2068,8680858303908,Bouteille en verre (vache) 1000ml,2024-05-14,8.0,5.5,7.15,5.5,7.2,Admin,564
2069,8681149151482,Bouteille D'huile 1000 mc Noir-BLANC,2024-05-14,1.0,4.501,5.85,4.501,5.8,Admin,583
2070,8695122004887,Gourde waterfresh 250 ml,2024-05-14,2.0,2.419,3.15,2.419,3.2,Admin,566
2071,8695122006270,Bouteille Aqua 500ml poly,2024-05-14,8.0,5.939,7.75,5.939,7.8,Admin,549
2072,5285001952984,Elegance Facial Scrub Aleo Vera 500ML,2024-05-14,6.0,10.008,13.01,10.008,13.0,Admin,765
2073,8697926014383,Class Deo Kids Spray Anime 125ML,2024-05-14,3.0,4.046,4.95,4.046,4.9,Admin,1220
2074,6192011804167,Couche lilas  Adulte 15 Medium,2024-05-14,15.0,21.593,23.75,21.593,23.8,Admin,980
2075,5000204011142,Netoyant multisurfaces Citron Vert,2024-05-14,12.0,8.28,10.75,8.28,10.7,Admin,834
2076,5000204010107,Soin expert Bois  lavande,2024-05-14,7.0,8.28,10.75,8.28,10.7,Admin,833
2077,01010101010101,100 Pailles Flexible,2024-05-14,97.0,0.89,1.15,0.89,1.2,Admin,2128
2078,6192477620264,Assoup Lilas Florale 1L,2024-05-14,15.0,5.049,5.55,5.049,5.6,Admin,954
2079,6192477620271,Assoup Lilas Lavande 1L,2024-05-14,9.0,5.049,5.55,5.049,5.6,Admin,973
2080,6192477620257,Assoup Lilas Supreme 1L,2024-05-14,6.0,5.049,5.55,5.049,5.6,Admin,955
2081,6192409004780,DEX MULTI USAGE FRAICHEUR MATINALE 1L,2024-05-14,1.0,4.2,4.65,4.2,4.7,Admin,1052
2082,6192433200103,Eponge plastique A/C poignee-1-,2024-05-14,5.0,1.634,2.15,1.634,2.1,Admin,672
2083,6192433200639,Jex eponge inox -2-,2024-05-14,8.0,2.723,3.55,2.723,3.5,Admin,653
2084,6192433200592,Jex eponge jombo 2+1 gratuit,2024-05-14,3.0,3.267,4.25,3.267,4.3,Admin,649
2085,6192433200813,Tampon super expert light 3+1 S,2024-05-14,15.0,2.886,3.75,2.886,3.7,Admin,685
2086,8698532591565,Boite de conservation Aria 550ml,2024-05-14,9.0,2.35,3.05,2.35,3.1,Admin,555
2087,8699878652675,Boite de conservation micro 750 ml,2024-05-14,9.0,2.5,3.25,2.5,3.2,Admin,594
2088,6192409005190,Dex Rihana Lavande 1 L,2024-05-14,8.0,1.94,2.35,1.94,2.4,Admin,1050
2089,6192409005206,Dex Rihana Rose 1L,2024-05-14,6.0,2.1,2.35,2.1,2.4,Admin,1051
2090,6192409005206,Dex Rihana Rose 1L,2024-05-14,6.0,2.1,2.4,2.1,2.5,Admin,1051
2091,8698532590780,Boite a déjeneux 600 ml,2024-05-14,4.0,3.025,3.95,3.025,3.9,Admin,525
2092,6192409001826,DEX VITRES PISTOLET 500ML,2024-05-14,13.0,3.152,3.75,3.152,3.8,Admin,1077
2093,8698532591558,Boite de conservation Aria 400ml,2024-05-14,9.0,2.035,2.65,2.035,2.6,Admin,536
2094,6192011810212,ET 2 Lilas Citron New Design,2024-05-14,14.0,3.588,4.65,3.588,4.6,Admin,1017
2095,8680858301218,Boite Epice Fourlines 425 cc,2024-05-15,3.0,2.86,3.75,2.86,3.8,Admin,559
2096,8680858301232,Boite Epice Fourlines 600CC,2024-05-15,4.0,3.63,4.75,3.63,4.8,Admin,540
2097,6192002401979,Judy Sol Surface Savon 1.2 L,2024-05-15,10.0,4.985,6.99,4.985,7.5,Admin,1464
2098,8698532593217,Entennoir GM,2024-05-15,9.0,1.651,2.15,1.651,2.2,Admin,587
2099,5283022002541,ELEGANCE DISOLVANT VERT 65ML,2024-05-15,18.0,1.517,1.95,1.517,1.9,Admin,342
2100,8698532590599,Verre à mesure 500 ml,2024-05-15,7.0,2.475,3.25,2.475,3.2,Admin,543
2101,6192409002038,Assouplissant Duvet Brise Matinal 3L,2024-05-15,3.0,12.125,14.45,12.125,14.3,Admin,1041
2102,6192409005114,DET PARFUMANT VIOLET 3L,2024-05-15,3.0,3.249,3.75,3.249,3.8,Admin,1065
2103,6192409005121,DET PARFUMANT ROSE 3L,2024-05-15,6.0,3.249,3.75,3.249,3.8,Admin,1066
2104,6192409005138,DET PARFUMANT BLANC 3L,2024-05-15,6.0,3.57,3.95,3.57,3.8,Admin,1067
2105,7702018069255,SIMPLY VÉNUS  /// 4+1,2024-05-15,1.0,16.66,21.66,16.66,21.7,Admin,267
2106,7702018069286,SIMPLY VÉNUS  // 8+4,2024-05-15,3.0,13.447,17.48,13.447,17.5,Admin,265
2107,3282779355773,Avène Ecran Solaire 50 SPF Sans Parfum 50 mL,2024-05-15,6.0,26.099,36.8,26.099,37.7,Admin,2123
2108,3600520977737,CASTING  N°300 CHÂTAIN FONCÉ,2024-05-15,5.0,22.304,26.3,22.304,33.0,Admin,219
2109,3061375114010,EXCELLENCE 1.0 NOIR,2024-05-15,5.0,25.288,29.9,25.288,34.0,Admin,207
2110,3282779355773,Avène Ecran Solaire 50 SPF Sans Parfum 50 mL,2024-05-15,6.0,26.099,37.7,26.099,47.0,Admin,2123
2111,3612621769784,La roche Posay Ecran Solei,2024-05-15,6.0,28.999,37.7,28.999,48.0,Admin,2168
2112,3401353789500,Bioderma Ecran Soleil Créme Tienté,2024-05-15,6.0,28.999,37.7,28.999,44.0,Admin,2169
2113,6192440000727,Jet 7 Vaseline 100mL,2024-05-16,12.0,2.578,3.4,2.449,3.2,Admin,2177
2114,8697926024290,CLASS CIRE BLUE POWER 150 ML,2024-05-16,6.0,5.236,6.85,5.236,6.9,Admin,57
2115,8697926024054,CLASS CIRE ORANGE POWER 150 ML,2024-05-16,12.0,5.236,6.85,5.236,6.9,Admin,58
2116,8697926024283,CLASS CIRE PURPLE POWER 150 ML,2024-05-16,9.0,5.236,6.85,5.236,6.9,Admin,59
2117,8697926024306,CLASS CIRE RED POWER 150 ML,2024-05-16,7.0,5.236,6.85,5.236,6.9,Admin,60
2118,8697926024252,CLASS CIRE WHITE POWER 150 ML,2024-05-16,12.0,5.236,6.85,5.236,6.9,Admin,61
2119,8697926024269,CLASS CIRE YELLOW POWER 150 ML,2024-05-16,10.0,5.236,6.85,5.236,6.9,Admin,62
2120,8697926024276,CLASS CIRE ORANGE POWER 150 ML,2024-05-16,5.0,5.236,6.85,5.236,6.9,Admin,2101
2121,8682835415567,RENES NECK STRIP PACK,2024-05-16,11.0,12.138,15.75,12.138,15.9,Admin,326
2122,6222004198673,Pince a linge super-migo 20,2024-05-16,45.0,4.399,5.75,4.399,5.8,Admin,621
2123,6192433200035,Eponge Metal A/C poingnee GM,2024-05-16,23.0,2.505,3.25,2.505,3.3,Admin,684
2124,8008990006790,Brosse vaisseles ecologica vert,2024-05-16,11.0,4.346,5.65,4.346,5.6,Admin,620
2125,8008990000842,Brosse wc set tonkita,2024-05-16,5.0,9.79,12.75,9.79,12.7,Admin,607
2126,3574661634944,LISTERINE   FRAICHEUR GOUT PLUS LÉGER 250ML,2024-05-16,6.0,6.426,8.35,6.426,8.4,Admin,378
2127,3574661634920,LISTERINE   FRAICHEUR INTENSE 250 ML,2024-05-16,1.0,6.426,8.35,6.426,8.4,Admin,379
2128,3574661638737,LISTERINE   PROTECTION DENTS ET GENCIVES 250 ML,2024-05-16,3.0,6.426,8.35,6.426,8.4,Admin,380
2129,3574661634975,LISTERINE   TOTAL CARE 6EN1 250 ML,2024-05-16,4.0,6.426,8.35,6.426,8.4,Admin,381
2130,3574661253350,LISTERINE   THÉ VERT 250ML,2024-05-16,6.0,6.426,8.35,6.426,8.4,Admin,382
2131,8718951580909,Dentefrice Colgate sensation white,2024-05-16,6.0,4.44,5.55,4.44,5.6,Admin,1239
2132,9001378240129,Corde a linge metal plastifie,2024-05-16,5.0,5.72,7.45,5.72,7.4,Admin,632
2133,6001067004936,BROSSE A DENT COLGATE ZIGZAG,2024-05-16,32.0,3.866,4.85,3.866,4.9,Admin,1223
2134,8888826016588,Brosse a dent Oral-B 3-effect,2024-05-16,29.0,3.427,4.45,3.427,4.5,Admin,736
2135,8698532591435,Range couverts orca,2024-05-16,4.0,9.35,12.15,9.35,12.2,Admin,526
2136,6192400644756,Couche Peaudouce Nouveau Né T2,2024-05-16,5.0,14.499,15.95,14.499,15.9,Admin,1447
2137,6192400644763,Couche Peaudouce Confort T3,2024-05-16,20.0,14.499,15.95,14.499,15.9,Admin,1448
2138,6192400644770,Couche Peaudouce Confort T4,2024-05-16,20.0,14.499,15.95,14.499,15.9,Admin,1449
2139,6192400644787,Couche Peaudouce Confort T5,2024-05-16,14.0,14.499,15.95,14.499,15.9,Admin,1450
2140,6192400644794,Couche Peaudouce Confort T6,2024-05-16,0.0,14.85,15.95,14.85,15.9,Admin,1451
2141,6192400682772,Couche Peaudouce Unisexe T6,2024-05-16,10.0,14.5,15.95,14.5,15.9,Admin,2124
2142,6192400682765,Couche Peaudouce Unisexe T5,2024-05-16,4.0,14.5,15.95,14.5,15.9,Admin,2125
2143,6192400644350,Peaudouce  Couche Jumbo T3,2024-05-16,11.0,27.5,29.95,27.5,29.9,Admin,1452
2144,6192400644367,Peaudouce  Couche Jumbo T4,2024-05-16,11.0,27.5,29.95,27.5,29.9,Admin,1453
2145,6192400644374,Peaudouce  Couche Jumbo T5,2024-05-16,3.0,28.8,29.95,28.8,29.9,Admin,1454
2146,3014260275921,Brosse a dent Oral-B Classic,2024-05-16,26.0,2.276,2.95,2.276,2.9,Admin,734
2147,6001067004943,BROSSE A DENT COLGATE MIDUIM ZIGZAG,2024-05-16,39.0,3.866,4.85,3.866,4.9,Admin,1226
2148,6001067157182,Brose a dents Colgate zigzag charocal Meduim,2024-05-16,58.0,3.866,4.85,3.866,4.9,Admin,1249
2149,6001067007289,Brosse a dent Colgate Double action Meduim,2024-05-16,39.0,1.865,2.35,1.865,2.4,Admin,1246
2150,9424300000002,couteau a pain 30 cm,2024-05-16,6.0,12.815,16.66,12.815,16.6,Admin,603
2151,9424220000007,couteau 22 cm titiz,2024-05-16,5.0,5.39,7.01,5.39,7.0,Admin,601
2152,9424280000009,Couteau multifonctions 28 cm,2024-05-16,6.0,11.438,14.87,11.438,14.9,Admin,600
2153,9424230000004,Couteau  a hacher 23 cm Titiz,2024-05-16,5.0,6.434,8.36,6.434,8.4,Admin,604
2154,8697926025785,CLASS SHP ARGAN OIL 1000ML,2024-05-16,10.0,13.655,17.75,13.655,17.8,Admin,73
2155,8697926025778,CLASS SHP KERATIN  1000ML,2024-05-16,9.0,13.655,17.75,13.655,17.8,Admin,74
2156,8697926025761,CLASS SHP LEMON & MONT  1000ML,2024-05-16,10.0,13.655,17.75,13.655,17.8,Admin,75
2157,8697926025754,CLASS SHP DRAGON FRUIT EXTRACT 1000ML,2024-05-16,10.0,13.655,17.75,13.655,17.8,Admin,76
2158,8697926025792,CLASS SHP PROVITAMIN B5 1000ML,2024-05-16,6.0,13.655,17.75,13.655,17.8,Admin,77
2159,6133624000874,Tete de loup,2024-05-16,8.0,6.2,7.44,6.2,7.5,Admin,617
2160,6192477610074,Poudre Main Clean Rose 160GR,2024-05-16,16.0,0.606,0.65,0.606,0.7,Admin,932
2161,6192409002366,DEXEL CITRON 140G,2024-05-16,33.0,0.615,0.65,0.615,0.7,Admin,1148
2162,8692531002831,Bol midi Bonny 1.75 L,2024-05-16,7.0,3.575,4.65,3.575,4.7,Admin,591
2163,3346029989467,Netoyant Multi-surface Carolin 650 ml,2024-05-16,5.0,8.271,10.75,8.271,10.8,Admin,883
2164,8695122004634,Deboucheur,2024-05-16,7.0,3.63,4.75,3.63,4.8,Admin,574
2165,8003650009470,Smac Dégraissant à l'eau de Javel,2024-05-16,5.0,8.271,10.75,8.271,10.8,Admin,848
2166,8008990005250,Brosse vaisseles Tonkita Rouge,2024-05-16,8.0,3.684,4.79,3.684,4.8,Admin,643
2167,6192000719588,Pure Line Savon Liquide Menthe & Citron 450ml,2024-05-16,6.0,2.905,3.92,2.905,3.9,Admin,1627
2168,5283022043605,No Limit Deo Homme 1 Million,2024-05-16,5.0,5.5,7.15,5.5,7.1,Admin,778
2169,5283022043612,No Limit Deo Homme Bleu,2024-05-16,7.0,5.5,7.15,5.5,7.1,Admin,782
2170,5283022043759,No Limit Deo Homme Aqua,2024-05-16,9.0,5.5,7.15,5.5,7.1,Admin,780
2171,5283022043728,No Limit Deo Homme Hoge Bottle,2024-05-16,10.0,5.5,7.15,5.5,7.1,Admin,784
2172,5283022043629,No Limit Deo Homme Narciso,2024-05-16,7.0,5.5,7.15,5.5,7.1,Admin,785
2173,5283022043384,No Limit Deo Femme Apple,2024-05-16,9.0,5.5,7.15,5.5,7.1,Admin,786
2174,5283022043575,No Limit Deo Femme Bonne Fille,2024-05-16,11.0,5.5,7.15,5.5,7.1,Admin,788
2175,5283022043438,No Limit Deo Femme Cannes,2024-05-16,10.0,5.5,7.15,5.5,7.1,Admin,790
2176,5283022043353,No Limit Deo Femme Lady,2024-05-16,12.0,5.5,7.15,5.5,7.1,Admin,792
2177,5283022043483,No Limit Deo Femme Lidea,2024-05-16,8.0,5.5,7.15,5.5,7.1,Admin,794
2178,6192440000925,JET 7 SHP ROSEMARY ACTIVATE 500ML,2024-05-16,7.0,4.274,5.6,4.274,7.9,Admin,39
2179,6192440000888,JET 7 SHP KERATINE VEGETALE 500ML,2024-05-16,13.0,4.274,5.6,4.274,7.9,Admin,40
2180,6192440000895,JET 7 SHP ALOE VERA MAX 500ML,2024-05-16,9.0,4.274,5.6,4.274,7.9,Admin,41
2181,6192440002318,JET 7 G.D FRUTTI 500ML,2024-05-16,9.0,4.409,5.6,4.409,7.9,Admin,42
2182,6192440002349,JET 7 G.D FLORAL 500ML,2024-05-16,11.0,4.409,5.6,4.409,7.9,Admin,43
2183,6192440002325,JET 7 G.D CITRUS 500ML,2024-05-16,12.0,4.409,5.6,4.409,7.9,Admin,44
2184,6192440002332,JET 7 G.D EXOTIC 500ML,2024-05-16,14.0,4.409,5.6,4.409,7.9,Admin,45
2185,6192440002356,JET 7 G.D MARINZ 2EN1 500ML,2024-05-16,11.0,4.409,5.6,4.409,7.9,Admin,46
2186,6192440002479,Jet 7 SHP kératine de soie 500mL,2024-05-16,16.0,4.274,5.6,4.274,7.9,Admin,2152
2187,6192440000901,Jet 7 Après/SHP Kératine Végétale 500mL,2024-05-16,12.0,4.748,6.2,4.748,7.9,Admin,2153
2188,6192440002486,A/shp Jet 7 Kertaine de Soie,2024-05-16,11.0,4.748,6.2,4.748,7.9,Admin,2154
2189,6192440002417,Jet 7 Rollon Floral 50 ml,2024-05-16,16.0,2.279,3.2,2.279,4.1,Admin,2159
2190,6192440002431,Jet 7 Rollon Citrus 50 ml,2024-05-16,10.0,2.279,3.2,2.279,4.1,Admin,2160
2191,6192440002424,Jet 7 Rollon Exotic 50 ml,2024-05-16,17.0,2.279,3.2,2.279,4.1,Admin,2161
2192,6192440002400,Jet 7 Rollon Marinz 50 ml,2024-05-16,14.0,2.279,3.2,2.279,4.1,Admin,2162
2193,6192440002448,Jet 7 Rollon Fruitti 50 ml,2024-05-16,16.0,2.279,3.2,2.279,4.1,Admin,2163
2194,6192440002578,Jet 7 Gel douche Double Black,2024-05-16,5.0,4.409,5.6,4.409,7.9,Admin,2165
2195,6192440002561,Jet 7 Gel douche Gentel Men,2024-05-16,4.0,4.409,5.6,4.409,7.9,Admin,2166
2196,6192440002585,Jet 7 Gel douche Black,2024-05-16,5.0,4.409,5.6,4.409,7.9,Admin,2167
2197,6192440001748,Jet 7 Masque Kératine Végital 500 ml,2024-05-16,17.0,4.274,5.6,4.274,7.9,Admin,2170
2198,6192440002493,Jet 7 Masque Keratine au soie 500 ml,2024-05-16,18.0,4.274,5.6,4.274,7.9,Admin,2171
2199,6192440000925,JET 7 SHP ROSEMARY ACTIVATE 500ML,2024-05-17,7.0,4.274,7.9,4.274,6.9,Admin,39
2200,6192440000888,JET 7 SHP KERATINE VEGETALE 500ML,2024-05-17,13.0,4.274,7.9,4.274,6.9,Admin,40
2201,6192440000895,JET 7 SHP ALOE VERA MAX 500ML,2024-05-17,9.0,4.274,7.9,4.274,6.9,Admin,41
2202,6192440002318,JET 7 G.D FRUTTI 500ML,2024-05-17,9.0,4.409,7.9,4.409,6.9,Admin,42
2203,6192440002349,JET 7 G.D FLORAL 500ML,2024-05-17,11.0,4.409,7.9,4.409,6.9,Admin,43
2204,6192440002325,JET 7 G.D CITRUS 500ML,2024-05-17,12.0,4.409,7.9,4.409,6.9,Admin,44
2205,6192440002332,JET 7 G.D EXOTIC 500ML,2024-05-17,14.0,4.409,7.9,4.409,6.9,Admin,45
2206,6192440002356,JET 7 G.D MARINZ 2EN1 500ML,2024-05-17,11.0,4.409,7.9,4.409,6.9,Admin,46
2207,6192440002479,Jet 7 SHP kératine de soie 500mL,2024-05-17,16.0,4.274,7.9,4.274,6.9,Admin,2152
2208,6192440000901,Jet 7 Après/SHP Kératine Végétale 500mL,2024-05-17,12.0,4.748,7.9,4.748,6.9,Admin,2153
2209,6192440002486,A/shp Jet 7 Kertaine de Soie,2024-05-17,11.0,4.748,7.9,4.748,6.9,Admin,2154
2210,6192440002578,Jet 7 Gel douche Double Black,2024-05-17,5.0,4.409,7.9,4.409,6.9,Admin,2165
2211,6192440002561,Jet 7 Gel douche Gentel Men,2024-05-17,4.0,4.409,7.9,4.409,6.9,Admin,2166
2212,6192440002585,Jet 7 Gel douche Black,2024-05-17,5.0,4.409,7.9,4.409,6.9,Admin,2167
2213,6192440001748,Jet 7 Masque Kératine Végital 500 ml,2024-05-17,17.0,4.274,7.9,4.274,6.9,Admin,2170
2214,6192440002493,Jet 7 Masque Keratine au soie 500 ml,2024-05-17,18.0,4.274,7.9,4.274,6.9,Admin,2171
2215,8411104004573,BYLY CRÈME DEO BRISE MARINE,2024-05-17,27.0,3.338,4.35,3.338,4.4,Admin,288
2216,8008990000842,Brosse wc set tonkita,2024-05-17,5.0,9.79,12.7,9.79,10.9,Admin,607
2217,6192011811776,PM 2-4 Confort Max Actif,2024-05-17,6.0,10.604,11.15,10.604,12.0,Admin,988
2218,6195100307990,Papier Cuisson 5M,2024-05-17,9.0,2.856,3.45,2.856,3.5,Admin,742
2219,6195100300786,5 Moules a cake en Aluminium STARK 0.55L (R20G),2024-05-17,21.0,2.783,3.65,2.783,3.7,Admin,739
2220,6192002408282,Judy Vaisselle 580 ml Framboise,2024-05-18,0.0,3.3,3.9,3.3,3.8,Admin,2181
2221,6192002408541,Judy linge 2.6 L Flower auto,2024-05-18,24.0,15.25,18.9,16.501,19.8,Admin,1274
2222,6192002408541,Judy linge 2.6 L Flower auto,2024-05-18,24.0,16.501,19.8,16.501,19.5,Admin,1274
2223,6192002408558,Judy linge 2.6 L (+400) savon auto,2024-05-18,42.0,15.25,18.9,16.501,19.5,Admin,1273
2224,6192002408664,Judy Linge 2.6L Lavande Auto,2024-05-18,51.0,15.25,18.9,16.501,19.52,Admin,1635
2225,6192002403508,Javel Judy 4.5 L,2024-05-18,0.0,5.5,6.6,4.999,5.7,Admin,1279
2226,6192002408664,Judy Linge 2.6L Lavande Auto,2024-05-18,51.0,16.501,19.52,16.501,19.5,Admin,1635
2227,8695122001756,Raclette de sol 40 cm,2024-05-18,5.0,5.775,6.95,5.775,6.9,Admin,568
2228,7702018490080,GILLETTE BLEU III *3 SENSITIVE,2024-05-18,5.0,8.193,10.65,8.193,10.7,Admin,260
2229,7702018457229,GILLETTE BLEU III *3 COOLING,2024-05-18,3.0,8.193,10.65,8.193,10.7,Admin,261
2230,7702018489831,GILLETTE BLEU III*6 COMFORT,2024-05-18,5.0,14.667,19.07,14.667,19.1,Admin,262
2231,7702018490165,GILLETTE BLEU III *6 SENSITIVE,2024-05-18,7.0,14.667,19.07,14.667,19.1,Admin,263
2232,7702018457281,GILLETTE BLEU III *6 COOLING,2024-05-18,6.0,14.667,19.07,14.667,19.1,Admin,264
2233,7702018494149,GILLETTE BLEU III,2024-05-18,56.0,2.053,2.65,2.053,2.7,Admin,467
2234,7702018874460,Gillette Lames fusion IIIII*4,2024-05-18,1.0,46.832,60.88,46.832,60.9,Admin,723
2235,7702018516032,Gillette Lames Mach III Turbo *2,2024-05-18,3.0,30.345,39.45,30.345,39.5,Admin,724
2236,7702018516063,Gillette Lames Mach III Turbo *4,2024-05-18,3.0,56.763,73.79,56.763,73.8,Admin,725
2237,7702018606528,Gillette Lames Mach 3+,2024-05-18,3.0,34.629,45.02,34.629,45.1,Admin,726
2238,7702018866946,Gillette Rasoir Mach Fusion IIIII+2 Lames,2024-05-18,1.0,48.195,62.65,48.195,62.7,Admin,727
2239,7702018514311,Gillette Rasoir Mach Turbo III 3D +2 Lames,2024-05-18,2.0,32.963,42.85,32.963,42.9,Admin,728
2240,887930952865,KODAK AA B4 ALKALINE,2024-05-18,11.0,6.297,8.19,6.297,8.2,Admin,410
2241,887930953329,KODAK AAA 4  EXTRA HEAVY DUTY,2024-05-18,17.0,2.971,3.86,2.971,3.9,Admin,443
2242,887930414912,KODAK AAA 1 EXTRA HEAVY DUTY,2024-05-18,2.0,0.742,0.96,0.742,1.0,Admin,444
2243,887930414905,KODAK AA 1  EXTRA HEAVY DUTY,2024-05-18,14.0,0.742,0.96,0.742,1.0,Admin,445
2244,887930951042,KODAK AA 4  EXTRA HEAVY DUTY,2024-05-18,10.0,2.971,3.86,2.971,3.9,Admin,446
2245,887930414585,TORCHE KODAK LED FLASHLIGHT ULTRA 165,2024-05-18,2.0,55.5,72.15,55.5,72.2,Admin,393
2246,887930419481,TORCHE KODAK LED FLASHLIGHT RECHARGEABLE HANDY 150R,2024-05-18,2.0,52.487,68.23,52.487,68.3,Admin,394
2247,887930419498,TORCHE KODAK RECHARGEABLE MULTI-UTIL,2024-05-18,2.0,56.318,73.21,56.318,73.5,Admin,395
2248,887930952872,KODAK  AAA B2 ALKALINE,2024-05-18,8.0,3.727,4.84,3.727,4.9,Admin,408
2249,887930952810,KODAK  AAA B4 ALKALINE,2024-05-18,10.0,6.297,8.19,6.297,8.2,Admin,409
2250,887930953435,KODAK 9V EXTRA HEAVY DUTY,2024-05-18,4.0,3.331,4.33,3.331,4.4,Admin,442
2251,5000394127531,DURACELL R 14 PLUS POWER,2024-05-18,10.0,12.424,16.15,12.424,16.2,Admin,399
2252,5000394152526,DURACELL  AAA 6 EXTRA LIFE,2024-05-18,6.0,11.37,14.78,11.37,14.8,Admin,403
2253,5000394152458,DURACELL  AA 6 EXTRA LIFE,2024-05-18,2.0,11.37,14.78,11.37,14.8,Admin,402
2254,887930952841,KODAK R20 ALKALINE,2024-05-18,7.0,13.28,17.26,13.28,17.3,Admin,414
