id,EAN,itemname,updatedate,itemstock,oldbuyprice,oldsellprice,newbuyprice,newsellprice,username,itemid
2668,5000146980353,Veet Cream Sensitive 100 ML,2024-06-08,9.0,8.034,9.8,8.034,8.5,Admin,2008
2669,6195100311171,Kappo Film Alimentaire 100 M,2024-06-08,5.0,6.428,8.4,6.428,8.0,Admin,1657
2670,6195100301950,Papier Cuisson 8M,2024-06-08,12.0,4.282,5.1,4.282,5.0,Admin,746
2671,8697926015434,CLASS MASQUE ARGAN OIL 1000ML,2024-06-08,6.0,12.745,16.5,12.745,15.0,Admin,70
2672,8697926015441,CLASS MASQUE KERATINE 1000ML,2024-06-08,9.0,12.745,16.5,12.745,15.0,Admin,72
2673,8697926015458,CLASS MASQUE GARLIC EXTRACT 1000ML,2024-06-08,3.0,13.655,16.6,13.655,15.0,Admin,71
2674,8697926025310,Class Deo Homme Brisk 150mL,2024-06-08,12.0,3.57,4.9,2.999,3.0,Admin,2239
2675,8697926025310,Class Deo Homme Brisk 150mL,2024-06-08,12.0,2.999,3.0,2.939,2.94,Admin,2239
2676,8697926025310,Class Deo Homme Brisk 150mL,2024-06-08,12.0,2.939,2.94,3.213,3.33,Admin,2239
2677,8697926025297,Class Deo Homme Classico 150mL,2024-06-08,10.0,3.57,4.9,3.213,3.33,Admin,2238
2678,8697926025303,Class Deo Homme Mizo 150mL,2024-06-08,10.0,3.57,4.9,3.213,3.33,Admin,2237
2679,6192409004414,Tablette Lave-vaisselle 20 Tabs,2024-06-08,15.0,12.973,15.9,12.973,16.0,Admin,1672
2680,6192409004698,Vaissel machine Lavax Sel Régénérant 1.5 kg,2024-06-08,4.0,10.181,12.6,10.181,12.5,Admin,1671
2681,6192409002748,LAVAX GEL LAVE VAISSELLE,2024-06-08,5.0,14.792,17.6,14.792,17.5,Admin,1085
2682,6192488205894,R.B Gel Douche energizing,2024-06-08,6.0,4.179,4.9,4.179,5.4,Admin,811
2683,6195100311188,Film Fraicheur Kappo 300 M,2024-06-08,30.0,11.66,14.0,11.66,18.0,Admin,2257
2684,6195100311287,Papier Aluminuim Kappo 50M,2024-06-08,30.0,8.012,9.0,8.012,13.0,Admin,2260
2685,8697926025310,Class Deo Homme Brisk 150mL,2024-06-09,12.0,3.213,3.33,3.57,4.9,Admin,2239
2686,8697926025303,Class Deo Homme Mizo 150mL,2024-06-09,10.0,3.213,3.33,3.57,4.9,Admin,2237
2687,8697926025297,Class Deo Homme Classico 150mL,2024-06-09,9.0,3.213,3.33,3.57,4.9,Admin,2238
2688,6192002406660,Judy Fleurs 2L azur + 0.5 L gratuit,2024-06-09,9.0,3.5,4.2,3.5,3.9,Admin,1251
2689,6192002406653,Judy Fleurs 2L Jasmin + 0.5 L Gratuit,2024-06-09,11.0,3.0,4.2,3.0,3.9,Admin,1257
2690,6192002406677,Judy Fleurs 2 L Mangolia +0.5 L Gratuit,2024-06-09,11.0,3.0,4.2,3.0,3.9,Admin,1256
2691,6224008421085,Bol en verre Circle 132 ml coffret de 6,2024-06-09,57.0,6.6,7.8,6.6,8.0,Admin,598
2692,6224008421115,Bol en verre Square 125 ml coffret de 6,2024-06-09,62.0,6.6,7.8,6.6,8.0,Admin,599
2693,6195100400615,Sac Frigo Clean Fresh (50P),2024-06-09,56.0,1.75,2.2,1.75,2.5,Admin,2249
2694,3574661700809,LPM GD Abricot & Noisette 650mL,2024-06-09,10.0,7.899,15.8,7.899,16.0,Admin,1647
2695,8692531002701,Bol Maxi Bonny 3 L,2024-06-09,7.0,5.61,7.3,5.61,7.0,Admin,592
2696,8692531002831,Bol midi Bonny 1.75 L,2024-06-09,6.0,3.575,4.7,3.575,4.5,Admin,591
2697,6192011812643,Lilas Jumbo 5-10 Confort Max T3,2024-06-10,8.0,28.616,29.9,28.616,31.5,Admin,1033
2698,5000146980353,Veet Cream Sensitive 100 ML,2024-06-10,8.0,8.034,8.5,8.034,9.8,Admin,2008
2699,5000309002601,Veet Cream Rose 100 ML,2024-06-10,11.0,8.034,8.5,8.034,9.8,Admin,2009
2700,5000309002755,Veet Silky fresh 100 ml,2024-06-10,8.0,7.744,12.8,7.984,9.8,Admin,1885
2701,0101010123223,FACHKA,2024-06-11,6.0,14.28,21.0,14.28,19.9,Admin,2245
2702,6192000719564,Pure Line Savon Liquide noix de coco & vanille 200ml,2024-06-11,2.0,1.477,2.0,1.618,2.0,Admin,1626
2703,6192488208482,R.B Sirum Oil Cristal 125ml,2024-06-11,14.0,20.372,26.5,20.372,24.9,Admin,805
2704,6192488208512,R.B sirum Oil argan 125ml,2024-06-11,11.0,20.937,27.2,20.937,24.9,Admin,803
2705,5285001952168,ELEGANCE SERUM 300ML,2024-06-11,5.0,26.775,34.8,26.775,29.8,Admin,364
2706,5285001952328,ELEGANCE  SERUM 120ML,2024-06-11,7.0,15.101,19.65,15.101,18.0,Admin,365
2707,8008277001708,BIO Styling Serum Cristaux Liquide 100 ML,2024-06-11,5.0,17.617,22.9,17.617,19.7,Admin,1422
2708,8008277001609,BIO Styling Serum Cristaux Liquide 60ML,2024-06-11,5.0,11.542,15.0,11.542,13.9,Admin,1421
2709,8697926017520,REDIST SERUM ARGAN OIL KERATIN 125ML,2024-06-11,7.0,13.5,17.6,13.5,16.2,Admin,367
2710,6192409004636,DEX MULTIUSAGE CLASSIC 1L,2024-06-11,10.0,3.88,4.5,3.88,4.7,Admin,1053
2711,6192409004964,DEX VAISSELLE Citron  5L,2024-06-11,2.0,13.096,15.5,13.096,16.0,Admin,1070
2712,6192409004971,Dex Vaisselle Pomme 5L,2024-06-11,5.0,13.096,15.5,13.096,16.0,Admin,1673
2713,6195100311287,Papier Aluminuim Kappo 50M,2024-06-11,49.0,8.012,13.0,12.589,15.0,Admin,2260
2714,6195100311188,Film Fraicheur Kappo 300 M,2024-06-11,36.0,11.66,18.0,18.322,21.0,Admin,2257
2715,6195100311263,Papier Cuisson Kappo 5 M,2024-06-11,335.0,1.99,2.5,2.362,3.0,Admin,2258
2716,6195100311300,Papier Aluminuim Kappo 5 m,2024-06-11,544.0,1.084,1.5,1.987,2.5,Admin,2259
2717,6195100311133,Kappo Papier Aluminium 8 M,2024-06-11,39.0,2.096,2.5,2.329,3.0,Admin,1660
2718,6195100311164,Kappo Film Alimentaire 8 M,2024-06-11,34.0,1.285,1.5,1.428,1.7,Admin,1659
2719,6195100311171,Kappo Film Alimentaire 100 M,2024-06-11,23.0,6.428,8.0,7.142,8.5,Admin,1657
2720,8697926025303,Class Deo Homme Mizo 150mL,2024-06-11,104.0,3.57,4.9,4.284,4.9,Admin,2237
2721,8697926025297,Class Deo Homme Classico 150mL,2024-06-11,104.0,3.57,4.9,4.284,4.9,Admin,2238
2722,8697926025310,Class Deo Homme Brisk 150mL,2024-06-11,106.0,3.57,4.9,4.284,4.9,Admin,2239
2723,8697926025785,CLASS SHP ARGAN OIL 1000ML,2024-06-11,12.0,13.655,15.0,14.28,15.0,Admin,73
2724,8697926025778,CLASS SHP KERATIN  1000ML,2024-06-11,8.0,13.655,17.8,14.28,15.0,Admin,74
2725,8697926025761,CLASS SHP LEMON & MONT  1000ML,2024-06-11,11.0,13.655,15.0,14.994,15.0,Admin,75
2726,8697926025754,CLASS SHP DRAGON FRUIT EXTRACT 1000ML,2024-06-11,10.0,13.655,17.8,14.28,15.0,Admin,76
2727,8697926025792,CLASS SHP PROVITAMIN B5 1000ML,2024-06-11,11.0,13.655,15.0,14.28,15.0,Admin,77
2728,8697926015434,CLASS MASQUE ARGAN OIL 1000ML,2024-06-11,7.0,12.745,15.0,14.566,15.0,Admin,70
2729,8697926015458,CLASS MASQUE GARLIC EXTRACT 1000ML,2024-06-11,12.0,13.655,15.0,14.459,15.0,Admin,71
2730,8697926015441,CLASS MASQUE KERATINE 1000ML,2024-06-11,11.0,12.745,15.0,14.566,15.0,Admin,72
2731,8697926025785,CLASS SHP ARGAN OIL 1000ML,2024-06-11,12.0,14.28,15.0,14.994,15.0,Admin,73
2732,8697926025778,CLASS SHP KERATIN  1000ML,2024-06-11,8.0,14.28,15.0,14.994,15.0,Admin,74
2733,8697926015434,CLASS MASQUE ARGAN OIL 1000ML,2024-06-11,7.0,14.566,15.0,16.065,16.06,Admin,70
2734,8697926015458,CLASS MASQUE GARLIC EXTRACT 1000ML,2024-06-11,12.0,14.459,15.0,16.065,16.06,Admin,71
2735,8697926015441,CLASS MASQUE KERATINE 1000ML,2024-06-11,11.0,14.566,15.0,16.065,16.06,Admin,72
2736,6192005223653,LELLA DEO SENSUELLE 150ML,2024-06-11,34.0,2.978,3.33,4.582,4.58,Admin,354
2737,6192005223677,LELLA DEO IRRÉRISTIBLE 150ML,2024-06-11,20.0,2.978,3.33,4.582,4.58,Admin,355
2738,6192465801620,Savon Liquide Zynia Bergamote 370 ml,2024-06-12,0.0,2.892,3.5,2.921,3.5,Admin,1704
2739,6192465801583,Savon Liquide Zynia Jasmin Neroli 370ml,2024-06-12,0.0,2.892,3.5,2.921,3.5,Admin,1706
2740,6192465801552,Savon Liquide Zynia Miel Melon 370ml,2024-06-12,0.0,2.892,3.5,2.921,3.5,Admin,1705
2741,6192465801835,Savon Liquide Zynia Pink Trip 370ml,2024-06-12,0.0,2.892,3.5,2.921,3.5,Admin,1703
2742,6192465800111,Bain Bouche Aseptika Whitenning 350 ml,2024-06-12,0.0,4.07,4.9,4.11,4.9,Admin,1707
2743,6192465800128,Bain Bouche Aseptika Regular 350 ml,2024-06-12,2.0,4.07,4.9,4.11,4.9,Admin,1708
2744,6192465800104,Bain Bouche Aseptika Smokers 350 ml,2024-06-12,2.0,4.07,4.9,4.11,4.9,Admin,1709
2745,6192465802245,Ecran Cheveux Zynia 200mL,2024-06-12,6.0,14.603,18.9,14.603,18.5,Admin,2282
2746,6192011812681,Lilas ET 1 RLX,2024-06-12,12.0,7.621,8.5,7.621,9.5,Admin,2291
2747,6192011810342,Lilas ET 2 Decore Jumbo,2024-06-12,12.0,5.288,6.5,5.288,6.0,Admin,2289
2748,6192011810151,ET 2 Lilas Jaune Fleuri,2024-06-12,36.0,2.763,3.6,2.763,3.5,Admin,1021
2749,6195100300076,Film Fraicheur 16M,2024-06-12,7.0,2.339,2.8,2.339,3.0,Admin,744
2750,6195100311164,Kappo Film Alimentaire 8 M,2024-06-12,34.0,1.428,1.7,1.428,1.9,Admin,1659
2751,6192477621711,Deso Lilas Mouattar Lavande 5L,2024-06-12,0.0,6.476,7.1,6.476,7.9,Admin,964
2752,6192477630089,Javel Lilas Classic 4.75L,2024-06-12,6.0,5.25,6.2,5.25,5.9,Admin,969
2753,6192002406677,Judy Fleurs 2 L Mangolia +0.5 L Gratuit,2024-06-13,11.0,3.0,3.9,3.0,4.3,Admin,1256
2754,6192002406653,Judy Fleurs 2L Jasmin + 0.5 L Gratuit,2024-06-13,9.0,3.0,3.9,3.0,4.3,Admin,1257
2755,4005900731869,Nivea Deo Women Silky Smooth 200mL,2024-06-13,0.0,9.609,9.61,9.609,11.5,Admin,2292
2756,5013965322655,Creste Complete Fresh Mint 100mL,2024-06-13,6.0,5.257,6.5,5.257,6.9,Admin,2296
2757,6192477621582,Lilas Liquide Vaisselle Pomme 1L,2024-06-13,0.0,4.792,5.9,4.792,5.3,Admin,2301
2758,6192002406660,Judy Fleurs 2L azur + 0.5 L gratuit,2024-06-13,6.0,3.5,3.9,3.5,4.3,Admin,1251
2759,²6192002406646,Judy Fleurs 2L Lavande +0.5 L Gratuit,2024-06-13,0.0,3.125,4.95,3.125,4.3,Admin,1254
2760,6192002020026,Choc Gel wc,2024-06-13,0.0,2.499,3.0,2.343,3.0,Admin,2102
2761,6192000220022,Diptox Rouge 300mL,2024-06-13,7.0,4.0,4.8,3.831,4.8,Admin,2215
2762,6192000220008,Diptox Rouge 500mL,2024-06-13,0.0,4.9,5.9,5.011,5.9,Admin,2216
2763,6192111000247,Papier esuie-tout jumbo X2,2024-06-13,7.0,4.717,5.7,4.717,6.0,Admin,2197
2764,8695122001824,Raclette à vitre damla 20 cm,2024-06-13,5.0,1.98,2.6,1.98,3.33,Admin,569
2765,8695122001824,Raclette à vitre damla 20 cm,2024-06-13,5.0,1.98,3.33,1.98,3.3,Admin,569
2766,6192477630478,Lilas Javel Classic 3L+1L GRATUIT,2024-06-13,37.0,3.601,4.3,3.601,3.9,Admin,2100
2767,010203010203,Sac RLX 1 KG,2024-06-13,250.0,0.673,0.9,0.673,1.0,Admin,2338
2768,6192500400047,Pelle Poussiere avec Manche,2024-06-15,6.0,2.231,2.92,2.231,5.6,Admin,2332
2769,8711700822985,Dove Déodorant Pierre d'alun 200 ml,2024-06-15,54.0,10.834,14.5,10.834,11.9,Admin,2350
2770,3014230000201,Dove Déodorant Original 200 ml,2024-06-15,53.0,10.834,14.5,10.834,11.9,Admin,2351
2771,8717163965276,Dove Déodorant Invisible Dry 200 ml,2024-06-15,24.0,10.834,14.5,10.834,11.9,Admin,2349
2772,6192111000162,Papier Toilette Softy x4,2024-06-18,30.0,2.167,2.6,2.167,2.5,Admin,2199
2773,6192011805164,PH 4 Lilas Jaune Fleuri,2024-06-18,124.0,2.445,2.8,2.445,3.0,Admin,2288
2774,6192011808059,Papier Hygiène Clean Classic,2024-06-18,32.0,1.849,2.3,1.849,2.5,Admin,2142
2775,8697926025785,CLASS SHP ARGAN OIL 1000ML,2024-06-19,10.0,10.496,15.0,10.496,12.5,Admin,73
2776,8697926025778,CLASS SHP KERATIN  1000ML,2024-06-19,8.0,14.994,15.0,10.496,12.5,Admin,74
2777,8697926025761,CLASS SHP LEMON & MONT  1000ML,2024-06-19,11.0,10.496,15.0,10.496,12.5,Admin,75
2778,8697926025754,CLASS SHP DRAGON FRUIT EXTRACT 1000ML,2024-06-19,10.0,14.28,15.0,10.496,12.5,Admin,76
2779,8697926025792,CLASS SHP PROVITAMIN B5 1000ML,2024-06-19,11.0,9.996,15.0,10.496,12.5,Admin,77
2780,5000309002755,Veet Silky fresh 100 ml,2024-06-19,8.0,7.984,9.8,7.984,8.0,Admin,1885
2781,5000146980353,Veet Cream Sensitive 100 ML,2024-06-19,11.0,8.034,9.8,7.984,8.0,Admin,2008
2782,5000309002601,Veet Cream Rose 100 ML,2024-06-19,14.0,8.034,9.8,7.984,8.0,Admin,2009
2783,3282779355773,Avène Ecran Solaire 50 SPF Sans Parfum 50 mL,2024-06-19,4.0,28.999,52.23,28.999,47.0,Admin,2123
2784,6195100311171,Kappo Film Alimentaire 100 M,2024-06-19,23.0,7.142,8.5,7.142,8.0,Admin,1657
2785,6195100311164,Kappo Film Alimentaire 8 M,2024-06-19,34.0,1.428,1.9,1.428,1.5,Admin,1659
2786,6195100311133,Kappo Papier Aluminium 8 M,2024-06-19,30.0,2.329,3.0,2.329,2.5,Admin,1660
2787,6195100301950,Papier Cuisson 8M,2024-06-19,36.0,5.353,6.25,4.817,5.0,Admin,746
2788,6192440002318,JET 7 G.D FRUTTI 500ML,2024-06-19,29.0,4.409,6.9,4.409,5.0,Admin,42
2789,6192440002349,JET 7 G.D FLORAL 500ML,2024-06-19,1.0,4.409,6.9,4.409,5.0,Admin,43
2790,6192440002325,JET 7 G.D CITRUS 500ML,2024-06-19,33.0,4.409,6.9,4.409,5.0,Admin,44
2791,6192440002332,JET 7 G.D EXOTIC 500ML,2024-06-19,32.0,4.409,6.9,4.409,5.0,Admin,45
2792,6192440002356,JET 7 G.D MARINZ 2EN1 500ML,2024-06-19,20.0,4.409,6.9,4.409,5.0,Admin,46
2793,6192440002394,Jet 7 Gel a raser Fresh sensation 750 ml,2024-06-19,4.0,4.702,5.9,4.702,5.0,Admin,2164
2794,6192440002578,Jet 7 Gel douche Double Black,2024-06-19,23.0,4.409,6.9,4.409,5.0,Admin,2165
2795,6192440002561,Jet 7 Gel douche Gentel Men,2024-06-19,1.0,4.409,6.9,4.409,5.0,Admin,2166
2796,6192440002585,Jet 7 Gel douche Black,2024-06-19,5.0,4.409,6.9,4.409,5.0,Admin,2167
2797,5283022043728,No Limit Deo Homme Hoge Bottle ( promo),2024-06-19,15.0,4.398,7.1,4.398,5.0,Admin,784
2798,5283022043650,No Limit Deo Homme Cool ( promo),2024-06-19,10.0,4.398,7.1,4.398,5.0,Admin,783
2799,5283022043445,No limit Deo femme flower Bob (Promo),2024-06-19,23.0,4.398,7.1,4.398,5.0,Admin,2228
2800,5283022043391,No limit Deo femme Angelina (Promo),2024-06-19,19.0,4.398,7.1,4.398,5.0,Admin,2229
2801,5283022043346,No limit Deo femme la Demoiselle (Promo),2024-06-19,15.0,4.398,7.1,4.398,5.0,Admin,2230
2802,5283022043469,No limit Deo femme Narciso (Promo),2024-06-19,23.0,4.398,7.1,4.398,5.0,Admin,2231
2803,6192111000346,Papier esuie-tout Folia 2+1,2024-06-19,2.0,2.255,2.8,2.255,2.5,Admin,2192
2804,6192111000353,Papier Toilette Folia 4+2,2024-06-19,63.0,2.206,2.9,2.206,2.5,Admin,2193
2805,6195100311300,Papier Aluminuim Kappo 5 m,2024-06-19,34.0,1.265,2.5,1.265,1.5,Admin,2259
2806,6195100311188,Film Fraicheur Kappo 300 M,2024-06-19,18.0,13.326,20.9,13.326,18.0,Admin,2257
2807,6195100311263,Papier Cuisson Kappo 5 M,2024-06-19,38.0,2.118,3.0,2.118,2.5,Admin,2258
2808,6195100311287,Papier Aluminuim Kappo 50M,2024-06-19,30.0,9.156,15.0,9.156,13.0,Admin,2260
2809,8697926015434,CLASS MASQUE ARGAN OIL 1000ML,2024-06-19,7.0,11.246,15.0,11.246,12.5,Admin,70
2810,8697926015458,CLASS MASQUE GARLIC EXTRACT 1000ML,2024-06-19,12.0,11.246,15.0,11.246,12.5,Admin,71
2811,8697926015441,CLASS MASQUE KERATINE 1000ML,2024-06-19,11.0,11.246,15.0,11.246,12.5,Admin,72
2812,5283022043353,No Limit Deo Femme Lady,2024-06-19,24.0,4.398,7.1,4.398,5.0,Admin,792
2813,6192111000353,Papier Toilette Folia 4+2,2024-06-19,32.0,2.206,2.5,2.206,2.9,Admin,2193
2814,6192488206129,R.B Kit Coloration 7.1,2024-06-19,6.0,5.97,7.5,5.97,7.0,Admin,860
2815,6192488206105,R.B Kit Coloration 7.0,2024-06-19,4.0,5.97,7.5,5.97,7.0,Admin,863
2816,6192488206082,R.B Kit Coloration 6.4,2024-06-19,6.0,5.97,7.5,5.97,7.0,Admin,1366
2817,6192488206099,R.B Kit Coloration 6.66,2024-06-19,5.0,5.97,7.5,5.97,7.0,Admin,1367
2818,6192488206075,R.B Kit Coloration 6.1,2024-06-19,7.0,5.97,7.5,5.97,7.0,Admin,858
2819,6192488206044,R.B Kit Coloration 4.0,2024-06-19,7.0,5.97,7.5,5.97,7.0,Admin,852
2820,6192488206068,R.B Kit Coloration 6.0,2024-06-19,9.0,5.97,7.5,5.97,7.0,Admin,857
2821,6192488206051,R.B Kit Coloration 5.0,2024-06-19,5.0,5.97,7.5,5.97,7.0,Admin,851
2822,6192488206167,R.B Kit Coloration 8.1,2024-06-19,8.0,5.97,7.5,5.97,7.0,Admin,862
2823,6192488206150,R.B Kit Coloration 8.0,2024-06-19,10.0,5.97,7.5,5.97,7.0,Admin,856
2824,6192488205993,R.B Kit Coloration 1.0,2024-06-19,7.0,5.97,7.5,5.97,7.0,Admin,850
2825,6192488206013,R.B Kit Coloration 10.0,2024-06-19,7.0,5.97,7.5,5.97,7.0,Admin,864
2826,6192488206143,R.B Kit Coloration 7.83,2024-06-19,7.0,5.97,7.5,5.97,7.0,Admin,1364
2827,6192488206112,R.B Kit Coloration 7.13,2024-06-19,8.0,5.97,7.5,5.97,7.0,Admin,1365
2828,6192488206181,R.B Kit Coloration 9.1,2024-06-19,10.0,5.97,7.5,5.97,7.0,Admin,854
2829,6192488206174,R.B Kit Coloration 9.0,2024-06-19,8.0,5.97,7.5,5.97,7.0,Admin,861
2830,6192488206006,R.B Kit Coloration 1.1,2024-06-19,6.0,5.97,7.5,5.97,7.0,Admin,1363
2831,3610340015335,COLOR NATURAL 1 NOIR,2024-06-21,8.0,10.514,12.6,10.514,11.5,Admin,243
2832,3610340015489,Color NATURAL 5 chatin clair,2024-06-21,12.0,10.514,12.6,10.514,11.5,Admin,2007
2833,3610340015434,COLOR NATURAL 4 CHÂTAIN,2024-06-21,7.0,10.514,12.6,10.514,11.5,Admin,245
2834,3610340015380,COLOR NATURAL 3 CHÂTAIN FONCÉ,2024-06-21,11.0,10.514,12.6,10.514,11.5,Admin,244
2835,3610340016288,COLOR NATURAL 6.34 CHOCOLAT,2024-06-21,8.0,10.514,12.6,10.514,11.5,Admin,247
2836,3610340015533,COLOR NATURAL 6 BLOND FONCÉ,2024-06-21,1.0,10.514,12.6,10.514,11.5,Admin,246
2837,3610340015588,COLOR NATURAL 7 BLOND,2024-06-21,5.0,10.514,12.6,10.514,11.5,Admin,248
2838,3610340015786,COLOR NATURAL 7.1 BLOND CENDRÉ,2024-06-21,12.0,10.514,12.6,10.514,11.5,Admin,249
2839,3610340016080,COLOR NATURAL 7.3 BLOND DORÉ,2024-06-21,11.0,10.514,12.6,10.514,11.5,Admin,250
2840,3610340025426,COLOR NATURAL 7.7 CHÂTAIN CHEVREUIL,2024-06-21,9.0,10.514,12.6,10.514,11.5,Admin,251
2841,3610340015632,COLOR NATURAL 8 BLOND CLAIR,2024-06-21,7.0,10.514,12.6,10.514,11.5,Admin,252
2842,3610340015830,COLOR NATURAL 8.1 BLOND CLAIR CENDRÉ,2024-06-21,8.0,10.514,12.6,10.514,11.5,Admin,253
2843,3610340647093,COLOR NATURAL 9 BLOND TRÈS CLAIR,2024-06-21,11.0,10.514,12.6,10.514,11.5,Admin,254
2844,3610340017728,COLOR NATURAL 9.1 BLOND TRÈS CLAIR CENDRÉ,2024-06-21,8.0,10.514,12.6,10.514,11.5,Admin,255
2845,3610340015687,COLOR NATURAL 10 BLOND ULTRA CLAIR,2024-06-21,9.0,10.514,12.6,10.514,11.5,Admin,256
2846,3610340655210,Coffret L'oreal Hyaluron (shp+a/shp+brosse),2024-06-22,6.0,29.75,39.0,29.75,35.8,Admin,2357
2847,6132171300994,Manche a bois 1.4 m kibex,2024-06-22,7.0,6.05,7.86,6.05,7.8,Admin,640
2848,6133624001000,Manche Cirta 130 cm,2024-06-22,22.0,6.271,8.15,6.271,8.2,Admin,639
2849,6092006814426,ALBUM PHOTOS 68144B,2024-06-23,2.0,46.413,60.35,46.413,60.3,Admin,499
2850,8888527685601,ALBUM PHOTOS 69144NS,2024-06-23,2.0,35.827,46.58,35.827,46.6,Admin,497
2851,6192488201827,R.B Tienture 7.0,2024-06-24,12.0,5.263,6.3,5.263,5.9,Admin,818
2852,6192488201926,R.B Tienture 6.1,2024-06-24,10.0,5.263,6.3,5.263,5.9,Admin,819
2853,6192488201803,R.B Tienture 5.0,2024-06-24,5.0,5.263,6.3,5.263,5.9,Admin,820
2854,6192488202794,R.B Tienture 6.84,2024-06-24,15.0,4.971,6.3,4.971,5.9,Admin,821
2855,6192488201834,R.B Tienture 8.0,2024-06-24,7.0,5.263,6.3,5.263,5.9,Admin,822
2856,6192488201933,R.B Tienture 7.1,2024-06-24,2.0,5.263,6.3,5.263,5.9,Admin,823
2857,6192488201810,R.B Tienture 6.0,2024-06-24,9.0,5.263,6.3,5.263,5.9,Admin,824
2858,6192488201957,R.B Tienture 7.31,2024-06-24,21.0,4.971,6.3,4.971,5.9,Admin,825
2859,6192488201797,R.B Tienture 4.0,2024-06-24,14.0,5.263,6.3,5.263,5.9,Admin,826
2860,6192488201841,R.B Tienture 9.0,2024-06-24,12.0,5.263,6.3,5.263,5.9,Admin,827
2861,6192488201773,R.B Tienture 1.0,2024-06-24,10.0,5.263,6.3,5.263,5.9,Admin,828
2862,6192488201940,R.B TIENTURE 8.1,2024-06-24,13.0,5.263,6.3,5.263,5.9,Admin,829
2863,6192488202923,R.B Tienture 9.1,2024-06-24,3.0,5.263,6.3,5.263,5.9,Admin,830
2864,6192488202787,R.B Tienture 5.84,2024-06-24,16.0,4.971,6.3,4.971,5.9,Admin,831
2865,6192488205993,R.B Kit Coloration 1.0,2024-06-24,7.0,5.97,7.0,5.97,6.9,Admin,850
2866,6192488206051,R.B Kit Coloration 5.0,2024-06-24,5.0,5.97,7.0,5.97,6.9,Admin,851
2867,6192488206044,R.B Kit Coloration 4.0,2024-06-24,7.0,5.97,7.0,5.97,6.9,Admin,852
2868,6192488206181,R.B Kit Coloration 9.1,2024-06-24,10.0,5.97,7.0,5.97,6.9,Admin,854
2869,6192488206150,R.B Kit Coloration 8.0,2024-06-24,10.0,5.97,7.0,5.97,6.9,Admin,856
2870,6192488206068,R.B Kit Coloration 6.0,2024-06-24,9.0,5.97,7.0,5.97,6.9,Admin,857
2871,6192488206075,R.B Kit Coloration 6.1,2024-06-24,7.0,5.97,7.0,5.97,6.9,Admin,858
2872,6192488206129,R.B Kit Coloration 7.1,2024-06-24,6.0,5.97,7.0,5.97,6.9,Admin,860
2873,6192488206174,R.B Kit Coloration 9.0,2024-06-24,8.0,5.97,7.0,5.97,6.9,Admin,861
2874,6192488206167,R.B Kit Coloration 8.1,2024-06-24,8.0,5.97,7.0,5.97,6.9,Admin,862
2875,6192488206105,R.B Kit Coloration 7.0,2024-06-24,10.0,5.97,7.0,5.97,6.9,Admin,863
2876,6192488206013,R.B Kit Coloration 10.0,2024-06-24,7.0,5.97,7.0,5.97,6.9,Admin,864
2877,6192488202756,R.B Tienture 9.13,2024-06-24,9.0,4.386,6.3,4.386,5.9,Admin,1346
2878,6192488201964,R.B Tienture 8.31,2024-06-24,12.0,4.971,6.3,4.971,5.9,Admin,1347
2879,6192488201858,R.B Tienture 10.0,2024-06-24,9.0,4.386,6.3,4.386,5.9,Admin,1348
2880,6192488202930,R.B Tienture 10.1,2024-06-24,9.0,4.386,6.3,4.386,5.9,Admin,1349
2881,6192488201889,R.B Tienture 7.3,2024-06-24,11.0,4.386,6.3,4.386,5.9,Admin,1350
2882,6192488201872,R.B Tienture 6.3,2024-06-24,16.0,4.971,6.3,4.971,5.9,Admin,1351
2883,6192488201902,R.B Tienture 9.3,2024-06-24,18.0,4.971,6.3,4.971,5.9,Admin,1352
2884,6192488202770,R.B Tienture 7.13,2024-06-24,15.0,4.971,6.3,4.971,5.9,Admin,1353
2885,6192488208871,R.B Tienture 6.11,2024-06-24,17.0,4.971,6.3,4.971,5.9,Admin,1354
2886,6192488202190,R.B Tienture 7.4,2024-06-24,16.0,4.971,6.3,4.971,5.9,Admin,1355
2887,6192488208888,R.B Tienture 7.11,2024-06-24,16.0,4.971,6.3,4.971,5.9,Admin,1356
2888,6192488201971,R.B Tienture 9.31,2024-06-24,18.0,4.971,6.3,4.971,5.9,Admin,1357
2889,6192488208895,R.B Tienture 8.11,2024-06-24,16.0,4.971,6.3,4.971,5.9,Admin,1358
2890,6192488202060,R.B Tienture 5.56,2024-06-24,11.0,4.386,6.3,4.386,5.9,Admin,1359
2891,6192488201780,R.B Tienture 3.0,2024-06-24,4.0,4.386,6.3,4.386,5.9,Admin,1360
2892,6192488202763,R.B Tienture 8.13,2024-06-24,14.0,4.971,6.3,4.971,5.9,Admin,1361
2893,6192488201896,R.B Tienture 8.3,2024-06-24,18.0,4.971,6.3,4.971,5.9,Admin,1362
2894,6192488206006,R.B Kit Coloration 1.1,2024-06-24,6.0,5.97,7.0,5.97,6.9,Admin,1363
2895,6192488206143,R.B Kit Coloration 7.83,2024-06-24,7.0,5.97,7.0,5.97,6.9,Admin,1364
2896,6192488206112,R.B Kit Coloration 7.13,2024-06-24,8.0,5.97,7.0,5.97,6.9,Admin,1365
2897,6192488206082,R.B Kit Coloration 6.4,2024-06-24,6.0,5.97,7.0,5.97,6.9,Admin,1366
